CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
40	70	26	0.9087	0.069
124	182	27	0.9942	-0.000
145	182	27	0.9932	-0.000
182	277	27	0.76	-1.965
182	383	27	0.923	-0.068
124	383	27	0.9162	-0.068
145	383	27	0.9188	-0.068
277	383	27	0.8009	1.898
124	145	27	0.992	-0.000
145	277	27	0.7565	-1.966
124	277	27	0.7557	-1.966
98	106	28	0.7591	15.977
235	236	29	0.7573	-45.058
333	334	31	0.8467	-18.011
108	386	32	0.7268	-283.264
125	386	32	0.7136	-356.125
188	386	32	0.7261	-356.125
213	386	32	0.7272	-356.125
386	390	32	0.7452	21.982
125	188	32	0.8095	-0.000
188	213	32	0.8349	0.000
188	248	32	0.7832	0.048
125	213	32	0.7704	0.000
213	248	32	0.7968	0.048
89	382	33	0.8489	0.000
89	398	33	0.7443	0.000
369	402	34	0.9038	-14.016
521	528	38	0.7315	-28.031
427	428	39	0.8582	17.027
428	429	39	0.7733	-45.058
427	429	39	0.8862	-28.031
451	459	40	0.9284	-0.000
339	346	41	0.845	-44.026
339	354	41	0.9655	-28.031
344	356	41	0.9582	-28.031
346	354	41	0.8598	15.995
346	356	41	0.8167	18.011
356	367	41	0.8193	15.995
445	465	44	0.745	-2.016
264	283	45	0.8348	-42.011
137	138	49	0.8357	-0.897
160	171	57	0.9303	-0.054
95	101	59	0.9859	-0.141
296	306	61	0.8386	139.136
71	72	67	0.7948	-15.977
284	285	72	0.7703	-130.063
384	394	76	0.7835	-2.016
