	msms_score	matched_peaks	feature_id	reference_id	short_inchikey
0	0.5051306955813324	7	12	15057	KLYHONUCJQKOKE
1	0.4375755787130222	7	12	24539	IZNXOJBPRAPPOJ
2	0.5461820346222309	9	12	26040	UVFOVWYJWXIJAC
3	0.40784298989164464	9	12	29116	WLSWCEGUDFQDFD
4	0.410230768724678	7	12	38440	RSDJURKESRJBKH
5	0.47924724151713527	7	12	53454	RHAHSJPCMYFQTA
6	0.530989339546979	9	12	69078	GNJZNNZEEDDMGH
7	0.5000013919545974	7	12	69469	HVUGIQFJZPPVFK
8	0.5026940258662862	7	12	74086	FNNDBFKFZOOWCV
9	0.3998769009222674	7	12	81584	YADBCQYZMJGRIA
10	0.2612352816867495	7	12	110003	YPYRMWFNCMDUIB
11	0.46995882340316203	7	12	118127	NJDBAQRZMHKCRE
12	0.5026199313409989	8	12	119122	IPDMWUNUULAXLU
13	0.5734392682419557	7	12	164528	MZQIGQOYXJHSQQ
14	0.48674310969923595	8	12	184851	UXSYWJAMKZSQKL
15	0.39966404038146985	9	12	193589	YMIMEAOCSJOCSI
16	0.42971541592155177	8	12	207136	GXHXCHAETADHEX
17	0.5175582034626328	7	12	210082	CGMZITIDNLHWFB
18	0.3601828648069184	7	12	248277	ZDIPCNPMHFKVQK
19	0.29786871282235017	7	12	250901	ODHXQAROKZBNQO
20	0.46393477437868386	7	12	267896	NKXVDFRQVDRYOO
21	0.3243970607337147	10	15	39485	ITHUGYGPPSVHRH
22	0.2123910127678653	7	15	71664	YYYWHIHNQFMQMQ
23	0.2589587401813871	8	15	105671	JIOYIFCWGKLPBG
24	0.23358279601783957	7	15	142156	DFRAVQPOOKCGKB
25	0.36628071560070125	8	15	144827	YNEIQVIBXPNBIY
26	0.39503668180041573	11	15	228693	FHJRTYOHKRYKCK
27	0.4039425374893825	9	15	246471	XUBVCJMVRGITPS
28	0.35592407139382104	7	15	273308	LDJZVWVYPYDYHZ
29	0.2159759875296413	7	20	12080	JRAJMBPHPGGFNI
30	0.29136844761573083	7	22	15409	WXBORBNFASCHJC
31	0.6366271602563347	7	22	32167	OXKJLRMBXHKNLI
32	0.31865630367098435	8	22	52970	DHUCMVAZNHOIPY
33	0.21525990836350087	9	22	59058	HSLXLDSMIZABMH
34	0.5472283631098678	7	22	84724	NHBBYXIXBPPEDQ
35	0.2829057170852382	7	22	107199	YEEGFLYPGSPSIV
36	0.4137535582945523	9	22	162826	LCCOXVDJFONGRT
37	0.5824909761582391	7	22	185663	ZIZBTUCYEKCGKU
38	0.30680660401479215	8	22	187152	UACRRWTTYXVDEF
39	0.5648820535295123	8	22	194428	ZFSZXTDXLOPTHF
40	0.24124652635720753	8	22	200040	SLIUENOVPLCLBJ
41	0.40655661540065197	7	22	201366	QBCJFJJPTMZNOE
42	0.6505916690856653	7	22	285624	MUBJIMXCPUDRSQ
43	0.5293038314855074	8	23	65906	JSSXHAMIXJGYCS
44	0.4035259811900001	7	23	86729	VJLXSTXGGXYQCT
45	0.2705319960501675	8	40	11829	VAWDXOCBSZJIEL
46	0.2950897408177845	8	40	76494	FRESVRQONWYDRN
47	0.277994880600255	9	75	88542	TWTJIYXWWAQKGT
48	0.40244586389922943	7	75	149547	UNKISUCMCFKTBI
49	0.5945917947935707	7	77	33999	HTXOIHGJECPJIU
50	0.5808231938256194	7	77	132750	DAPBKYPJIFAAOX
51	0.5897019749923694	7	77	211474	UCXHHODCLPKTBL
52	0.2600050783527301	10	78	155976	KIIBBJKLKFTNQO
53	0.2601234810234253	7	78	244440	ABDKJICLXDSVKH
54	0.2292990077434846	9	80	39413	QFHMNFAUXJAINK
55	0.22102826792454225	7	80	73149	OBBGOBVJGCAAOZ
56	0.8660617073520348	11	80	155780	ODKSFYDXXFIFQN
57	0.576852574814529	9	80	200991	GFAXSDSHYATBAW
58	0.38274254590787843	7	81	141731	KLZGKIDSEJWEDW
59	0.5864636862650976	7	82	3380	BZIBRGSBQKLEDC
60	0.48058974925432424	7	82	6146	DWAKXSZUASEUHH
61	0.5368893140752968	9	82	65906	JSSXHAMIXJGYCS
62	0.409359520602696	8	82	86729	VJLXSTXGGXYQCT
63	0.8724075984554354	8	101	115587	ZDGJAHTZVHVLOT
64	0.5121384912194641	19	114	19433	SNEIUMQYRCDYCH
65	0.5694299263481817	8	114	54459	DHKNXMXSWDQULD
66	0.22038509294234568	8	114	70925	HNFAREZIVBKEJQ
67	0.5344422877731709	8	114	76241	AGILGFCOHSGLIT
68	0.5224241873033626	7	114	76782	ZTTDCYFRTLWVJV
69	0.6441925199004518	8	114	148954	PBDGBPMJSGCVLA
70	0.48137589102066786	7	114	218058	QDQXNKDQEKVLMZ
71	0.47420277312594306	7	114	238957	XQOAEAAPVIEAEK
72	0.5216618245042964	10	114	240854	DLCYXQODDJUHQL
73	0.32049263824692	7	130	1340	UMLRLODQOCMGPA
74	0.4160326197582466	7	130	125034	SFLSHLFXELFNJZ
75	0.3856553739908917	8	131	75860	OAWHMSFCLIYBHE
76	0.32976288731874753	8	131	149395	YVOZJYCBBUKBLG
77	0.6288089333145696	11	131	201205	SEWIYICDCVPBEW
78	0.471314418777548	12	131	280774	FCXZBWSIAGGPCB
79	0.7106856441295061	13	132	75414	JSIQVRIXMINMTA
80	0.48485227862394925	13	132	171276	GWNXFCYUJXASDX
81	0.38160314555988173	10	132	178941	BECPPKYKPSRKCP
82	0.5043989346830773	7	134	90584	BAWFJGJZGIEFAR
83	0.413108079367702	7	134	129804	IYBRISQKVANKAH
84	0.4766943218147106	7	134	212408	LFERELMXERXKKQ
85	0.28141648397657526	8	136	201047	JYGCFKIEXRCHGG
86	0.9134168964477865	8	139	39362	MMFKFJORZBJVNF
87	0.7296292080311749	9	139	102610	QNBYCZTZNOVDMI
88	0.5341531145636585	9	139	168552	XWOBNBRUDDUEEY
89	0.8901417226547634	8	139	188421	IDXZDKMBEXLFMB
90	0.4718130850294107	11	141	1982	ZPZAOBSARYZTDT
91	0.4611873441137088	9	141	25313	MHLHEINWUCSPTL
92	0.34743865662791923	7	141	30835	HBNMEXSXIIAELS
93	0.3882588153436315	11	141	42587	YUOCLCLRQZZJLM
94	0.34404193662284155	15	141	82299	VHMQQXCQKTXXLX
95	0.47736797497002104	12	141	99138	RBODBEHKWJZUBG
96	0.4119966816747007	13	141	159944	VNMNNCGXMBPWIX
97	0.48537328152011827	12	141	197917	UHZXHQGXRJYUNM
98	0.38973565969077717	7	141	201975	NBVNAFAEYGKTPJ
99	0.5025777371042254	13	141	217826	ZGVNSKWXKLPTSU
100	0.6186474657738308	7	147	23204	BKAWJIRCKVUVED
101	0.8589346123329361	10	153	219279	FFEARJCKVFRZRR
102	0.9010259213002985	16	154	284591	RWSXRVCMGQZWBV
103	0.7186712101126869	8	157	60039	LLLBVGMYOBFXHJ
104	0.6833203403732679	9	157	168557	PAAZAXUMIQKCEE
105	0.20156891805540153	8	164	10390	KSWPNAGSVMAXMO
106	0.3420479276202888	8	164	16943	YYAJJKZSQWOLIP
107	0.3085277196294316	7	164	46326	ZSQZIOBLGTWRED
108	0.5178861035531565	13	165	39066	PABVKUJVLNMOJP
109	0.20772725345085907	11	165	66119	BUXAPSQPMALTOY
110	0.8696649140278663	15	165	129763	RITKHVBHSGLULN
111	0.5691852957492936	7	167	140236	WRFPVMFCRNYQNR
112	0.5250463349087555	7	167	193266	JYPHNHPXFNEZBR
113	0.6552712249866873	8	167	208260	JZKXXXDKRQWDET
114	0.8133200010874085	8	167	222429	OUYCCCASQSFEME
115	0.22523315062970908	13	168	289363	RFMMMVDNIPUKGG
116	0.20228768948292244	7	169	13419	QBHDSQZASIBAAI
117	0.32605895311468364	9	169	33466	NGSWKAQJJWESNS
118	0.20853247422030943	10	169	71915	WOJKBHBBJMHDNJ
119	0.3892285284215557	7	169	122419	AXMVYSVVTMKQSL
120	0.23214097303261383	8	169	123075	ZAEFHXWWOCVZKR
121	0.335139788061567	9	169	166240	PMOWTIHVNWZYFI
122	0.32843813104247616	9	169	262290	KKSDGJDHHZEWEP
123	0.3121430184727326	9	171	16078	YCSFMOVBARTLBW
124	0.6229677757395174	7	175	23204	BKAWJIRCKVUVED
125	0.231607537574467	8	176	155976	KIIBBJKLKFTNQO
126	0.20513354428099073	10	186	20706	HYGGRRPFVXHQQW
127	0.511221462045514	9	186	97940	RTTNLZSXIFPCKG
128	0.3383578263654641	7	186	115824	FDYAUVKWYFEXIO
129	0.3616826065718283	7	186	139385	IENZCGNHSIMFJE
130	0.23766697841736448	14	186	142022	AMPHKYRLSOPVBX
131	0.22165993371971826	7	186	163763	NFNIRGPPIRJASP
132	0.5363695702967687	17	186	192284	OGAZLBFLUHPSRJ
133	0.34557536006719103	11	189	75860	OAWHMSFCLIYBHE
134	0.28532982258445966	10	189	149395	YVOZJYCBBUKBLG
135	0.40905222326522594	11	189	201205	SEWIYICDCVPBEW
136	0.4592933288897308	12	189	280774	FCXZBWSIAGGPCB
137	0.2506098546562635	8	196	155976	KIIBBJKLKFTNQO
138	0.2679222224622951	7	197	75860	OAWHMSFCLIYBHE
139	0.3397770607473288	7	197	201205	SEWIYICDCVPBEW
