feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
459	40	Fatty acids	1.0	Glycerophospholipids	1.0	Glycerophosphocholines	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q74417324	QIBZFHLFHCIUOT-NPBIGWJUSA-N	InChI=1S/C40H78NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19,38H,6-16,18,20-37H2,1-5H3/b19-17-/t38-/m1/s1	CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	C40H78NO8P	pos_1_1proton	731.546505086	1-Palmitoyl-2-palmitoleoyl-sn-glycero-3-phosphocholine	QIBZFHLFHCIUOT	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q719725	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']		['Eukaryota']	['Fungi']	['Ascomycota']			['Saccharomycetaceae']		['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5	1
458	13	Terpenoids	0.45454545454545453	Steroids	0.45454545454545453	Pregnane steroids	0.18181818181818182	5.0	0.40329325	ISDB	http://www.wikidata.org/entity/Q77564901	UVNYUMXKLUCIGN-CMLOMSQHSA-N	InChI=1S/C28H42O2/c1-18(2)19(3)7-8-20(4)23-9-10-24-27(23,6)15-13-25-26(5)14-12-22(29)17-21(26)11-16-28(24,25)30/h7-8,11,16-20,23-25,30H,9-10,12-15H2,1-6H3/b8-7+/t19-,20+,23+,24+,25+,26-,27+,28+/m0/s1	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@]3(O)C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	C28H42O2		410.31848058399993	Isocyathisterol	UVNYUMXKLUCIGN	Terpenoids	Steroids	Ergostane steroids	http://www.wikidata.org/entity/Q6756379	Aspergillus ustus	283732.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Aspergillus ustus']		['Eukaryota']	['Fungi']	['Ascomycota']							3	2	5.613173007965088	1
455	9	Fatty acids	0.15789473684210525	Glycerophospholipids	0.15789473684210525	Glycerophosphoethanolamines	0.15789473684210525	1.0	0.6364204	ISDB									AOPKTUBRDQVUIG							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.5456817150115967	1
451	40	Fatty acids	1.0	Glycerophospholipids	1.0	Glycerophosphocholines	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q74417324	QIBZFHLFHCIUOT-NPBIGWJUSA-N	InChI=1S/C40H78NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19,38H,6-16,18,20-37H2,1-5H3/b19-17-/t38-/m1/s1	CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	C40H78NO8P	pos_1_1proton	731.546505086	1-Palmitoyl-2-palmitoleoyl-sn-glycero-3-phosphocholine	QIBZFHLFHCIUOT	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q719725	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']		['Eukaryota']	['Fungi']	['Ascomycota']			['Saccharomycetaceae']		['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5	1
448	-1							13.0	0.29842544	ISDB	http://www.wikidata.org/entity/Q110169858	LHISSQSEJOQIGC-NKDYFMNSSA-N	InChI=1S/C28H42O2/c1-17(2)18(3)7-8-19(4)26-25(30)16-24-22-10-9-20-15-21(29)11-13-27(20,5)23(22)12-14-28(24,26)6/h7-10,17-18,20-21,23,25,29-30H,11-16H2,1-6H3/b8-7+,26-19-/t18?,20-,21-,23-,25+,27-,28-/m0/s1	CC(/C=C/C(C)C(C)C)=C1\[C@H](O)CC2=C3C=C[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	C28H42O2		410.318480584	16-O-desmethylasporyergosterol	LHISSQSEJOQIGC	Terpenoids	Steroids	Ergostane steroids	http://www.wikidata.org/entity/Q10471341	Dichotomomyces cejpii	214416.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Dichotomomyces']	['Dichotomomyces cejpii']		['Eukaryota']	['Fungi']	['Ascomycota']							3	0	4.19370174407959	1
445	44	Terpenoids	1.0	Steroids	1.0	Ergostane steroids	1.0	1.0	0.6013746	ISDB	http://www.wikidata.org/entity/Q75063756	GWOAMHMYCJRYMO-NIDOPEEVSA-N	InChI=1S/C28H40O/c1-17(2)18(3)7-8-19(4)26-11-12-27-25-15-21-9-10-22(29)16-24(21)20(5)23(25)13-14-28(26,27)6/h7-8,13-15,17-19,22,26-27,29H,9-12,16H2,1-6H3/b8-7+/t18-,19+,22-,26+,27-,28+/m0/s1	Cc1c2c(cc3c1C[C@@H](O)CC3)[C@@H]1CC[C@H]([C@H](C)/C=C/[C@H](C)C(C)C)[C@@]1(C)C=C2	C28H40O		392.3079159	Citreoanthrasteroid B	GWOAMHMYCJRYMO	Terpenoids	Steroids	Ergostane steroids	http://www.wikidata.org/entity/Q10622901	Penicillium citreonigrum	927515.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Penicillium citreonigrum']		['Eukaryota']	['Fungi']	['Ascomycota']							3	3	6.905498504638672	1
441	13	Terpenoids	0.45454545454545453	Steroids	0.45454545454545453	Pregnane steroids	0.18181818181818182	15.0	0.61462045	ISDB	http://www.wikidata.org/entity/Q26963	RJKFOVLPORLFTN-LEKSSAKUSA-N	InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	C21H30O2		314.2245802	Progesterone	RJKFOVLPORLFTN	Terpenoids	Steroids	Pregnane steroids	http://www.wikidata.org/entity/Q7912606	Valsa sordida	382306.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Diaporthales']	['Valsaceae']	['Unknown']	['Valsa']	['Valsa sordida']		['Eukaryota']	['Fungi']	['Ascomycota']							3	3	6.958481788635254	1
438	13	Terpenoids	0.45454545454545453	Steroids	0.45454545454545453	Pregnane steroids	0.18181818181818182	1.0	0.81208324	ISDB	http://www.wikidata.org/entity/Q4370	FATBGEAMYMYZAF-KTKRTIGZSA-N	InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-	CCCCCCCC/C=C\CCCCCCCC(N)=O	C18H35NO		281.27186474	Oleamide	FATBGEAMYMYZAF	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q7912606	Valsa sordida	382306.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Diaporthales']	['Valsaceae']	['Unknown']	['Valsa']	['Valsa sordida']		['Eukaryota']	['Fungi']	['Ascomycota']							3	0	6.248332977294922	1
437	2	Fatty acids	0.11458333333333333	Fatty Acids and Conjugates	0.08333333333333333	Hydroxy fatty acids	0.07291666666666667	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27156608	DBHKHNGBVGWQJE-USWSLJGRSA-N	InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	C23H44NO7P	pos_2MCa	477.285539378	1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine	DBHKHNGBVGWQJE	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	http://www.wikidata.org/entity/Q719725	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']		['Eukaryota']	['Fungi']	['Ascomycota']			['Saccharomycetaceae']		['Saccharomyces']	['Saccharomyces cerevisiae']	6	1	6.5	1
435	13	Terpenoids	0.45454545454545453	Steroids	0.45454545454545453	Pregnane steroids	0.18181818181818182	2.0	0.2165669	ISDB	http://www.wikidata.org/entity/Q104172274	NBTZRFXBXREKRF-UHFFFAOYSA-N	InChI=1S/C28H42O5/c1-9-17(2)13-18(3)11-10-12-24(27(30)31)16-20(5)14-19(4)15-21(6)26-22(7)25(29)23(8)28(32)33-26/h13-14,16-17,21,24,29H,9-12,15H2,1-8H3,(H,30,31)	CCC(C)C=C(C)CCCC(C=C(C)C=C(C)CC(C)c1oc(=O)c(C)c(O)c1C)C(=O)O	C28H42O5		458.303224444	Alternapyrone B	NBTZRFXBXREKRF	Polyketides	Linear polyketides	Open-chain polyketides	http://www.wikidata.org/entity/Q103811471	Parastagonospora nodorum	562295.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Phaeosphaeriaceae']	['Unknown']	['Parastagonospora']	['Parastagonospora nodorum']		['Eukaryota']	['Fungi']	['Ascomycota']							3	0	3.8662676215171814	1
434	13	Terpenoids	0.45454545454545453	Steroids	0.45454545454545453	Pregnane steroids	0.18181818181818182	18.0	0.5858673	ISDB	http://www.wikidata.org/entity/Q26963	RJKFOVLPORLFTN-LEKSSAKUSA-N	InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	C21H30O2		314.2245802	Progesterone	RJKFOVLPORLFTN	Terpenoids	Steroids	Pregnane steroids	http://www.wikidata.org/entity/Q7912606	Valsa sordida	382306.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Diaporthales']	['Valsaceae']	['Unknown']	['Valsa']	['Valsa sordida']		['Eukaryota']	['Fungi']	['Ascomycota']							3	3	6.843469142913818	1
424	18	Terpenoids	0.03333333333333333	Triterpenoids	0.03333333333333333	Hydroxy fatty acids	0.03333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q414996	CAHGCLMLTWQZNJ-BQNIITSRSA-N	InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h10,21-22,25-26,31H,9,11-19H2,1-8H3/t21-,22-,25+,26+,28-,29-,30+/m1/s1	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	C30H50O	pos_2MMg	426.38616622	Lanosterol	CAHGCLMLTWQZNJ	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	http://www.wikidata.org/entity/Q719725	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']		['Eukaryota']	['Fungi']	['Ascomycota']			['Saccharomycetaceae']		['Saccharomyces']	['Saccharomyces cerevisiae']	6	2	7.0	1
424	18	Terpenoids	0.03333333333333333	Triterpenoids	0.03333333333333333	Hydroxy fatty acids	0.03333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104937672	BKLIAINBCQPSOV-AMHQPRAASA-N	InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h9,11,20-22,25-26,31H,10,12-19H2,1-8H3/b11-9+/t21-,22-,25+,26+,28-,29-,30+/m1/s1	CC(C)C/C=C/[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	C30H50O	pos_2MMg	426.38616622	(3S,5R,10S,13R,14R,17R)-4,4,10,13,14-pentamethyl-17-[(E,2R)-6-methylhept-3-en-2-yl]-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol	BKLIAINBCQPSOV	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	http://www.wikidata.org/entity/Q719725	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']		['Eukaryota']	['Fungi']	['Ascomycota']			['Saccharomycetaceae']		['Saccharomyces']	['Saccharomyces cerevisiae']	6	2	7.0	1
423	13	Terpenoids	0.45454545454545453	Steroids	0.45454545454545453	Pregnane steroids	0.18181818181818182	1.0	0.6654334	ISDB									CPRUTHPUWILGGA							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.661733627319336	1
414	-1							1.0	0.28529444	ISDB	http://www.wikidata.org/entity/Q27116236	RDOFJDLLWVCMRU-UHFFFAOYSA-N	InChI=1S/C14H26O4/c1-11(2)9-17-13(15)7-5-6-8-14(16)18-10-12(3)4/h11-12H,5-10H2,1-4H3	CC(C)COC(=O)CCCCC(=O)OCC(C)C	C14H26O4		258.183109312	Diisobutyl adipate	RDOFJDLLWVCMRU	Fatty acids	Fatty esters	Wax monoesters	http://www.wikidata.org/entity/Q104374494	Gymnodinium nagasakiense	954485.0	['Eukaryota']	['Unknown']	['Unknown']	['Dinophyceae']	['Unknown']	['Unknown']	['Unknown']	['Gymnodinium']	['Gymnodinium nagasakiense']		['Eukaryota']									1	0	2.141177773475647	1
412	-1							1.0	0.7667168	ISDB	http://www.wikidata.org/entity/Q27139638	WFRLANWAASSSFV-FPLPWBNLSA-N	InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h7-8,20H,2-6,9-17H2,1H3,(H,19,21)/b8-7-	CCCCCC/C=C\CCCCCCCC(=O)NCCO	C18H35NO2		297.26677936	Palmitoleoyl Ethanolamide	WFRLANWAASSSFV	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)	http://www.wikidata.org/entity/Q719725	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']		['Eukaryota']	['Fungi']	['Ascomycota']			['Saccharomycetaceae']		['Saccharomyces']	['Saccharomyces cerevisiae']	6	0	9.066867113113403	1
