CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
32	95	-129.895	0.000	0.7560	0.4961	1
32	99	0.026	0.000	0.9696	0.7873	1
32	100	17.053	0.000	0.9146	0.7910	1
32	101	-130.036	0.000	0.7496	0.5286	1
32	103	-0.970	0.000	0.8867	0.8140	1
32	104	-0.957	0.000	0.8848	0.7362	1
32	135	-42.020	0.000	0.8766	0.7155	1
32	160	-0.940	0.000	0.7835	0.5358	1
32	171	-0.994	0.000	0.7411	0.5635	1
32	205	18.001	0.000	0.8445	0.5637	1
32	206	-0.000	0.000	0.9601	0.7156	1
32	208	-0.019	0.000	0.9601	0.7156	1
32	210	17.017	0.000	0.9482	0.7888	1
32	216	0.027	0.000	0.9614	0.7888	1
32	217	-0.957	0.000	0.8725	0.7072	1
32	218	17.053	0.000	0.9517	0.8487	1
32	258	16.944	0.000	0.8625	0.7214	1
33	36	-0.006	0.000	0.9810	0.8356	1
33	83	1.007	0.000	0.9066	0.7720	1
33	85	0.000	0.000	0.9740	0.8055	1
33	87	0.988	0.000	0.8933	0.7376	1
33	94	0.030	0.000	0.9799	0.8196	1
33	95	-128.889	0.000	0.7773	0.6252	1
33	97	28.044	0.000	0.8686	0.7743	1
33	99	1.033	0.000	0.9079	0.8542	1
33	100	18.060	0.000	0.9267	0.7063	1
33	101	-129.030	0.000	0.7782	0.6880	1
33	103	0.037	0.000	0.9799	0.8196	1
33	104	0.049	0.000	0.9710	0.8037	1
33	105	-0.954	0.000	0.8678	0.6858	1
33	135	-41.014	0.000	0.7198	0.7295	1
33	160	0.067	0.000	0.8989	0.7055	1
33	171	0.013	0.000	0.8555	0.7823	1
33	205	19.007	0.000	0.8022	0.5027	1
33	206	1.007	0.000	0.8779	0.5576	1
33	208	0.987	0.000	0.8779	0.5576	1
33	210	18.023	0.000	0.9497	0.7272	1
33	216	1.033	0.000	0.8739	0.6439	1
33	217	0.049	0.000	0.9571	0.7406	1
33	218	18.060	0.000	0.9470	0.7290	1
33	258	17.951	0.000	0.8372	0.6607	1
34	39	0.035	0.000	0.9196	0.6999	1
34	90	0.000	0.000	0.9769	0.8290	1
34	97	36.011	0.000	0.7032	0.5948	1
34	100	26.027	0.000	0.7955	0.6941	1
34	139	-113.084	0.000	0.8428	0.6600	1
34	167	-26.005	0.000	0.7092	0.7083	1
34	172	23.975	0.000	0.8829	0.5841	1
34	210	25.990	0.000	0.8549	0.6963	1
34	218	26.027	0.000	0.8197	0.5405	1
34	230	-10.010	0.000	0.9143	0.6997	1
34	258	25.918	0.000	0.7588	0.6140	1
35	40	-28.006	0.000	0.7253	0.5134	1
35	91	0.036	0.000	0.9487	0.7778	1
35	93	-0.948	0.000	0.7080	0.5785	1
35	96	-18.979	0.000	0.8285	0.5710	1
35	278	-76.001	0.000	0.7331	0.4022	1
35	360	-117.216	0.000	0.7073	0.4766	1
36	83	1.013	0.000	0.9091	0.8468	1
36	85	0.006	0.000	0.9836	0.8821	1
36	87	0.994	0.000	0.8846	0.7447	1
36	94	0.036	0.000	0.9891	0.9007	1
36	95	-128.883	0.000	0.7923	0.6589	1
36	97	28.050	0.000	0.8728	0.7730	1
36	99	1.039	0.000	0.9068	0.8736	1
36	100	18.066	0.000	0.9365	0.7881	1
36	101	-129.023	0.000	0.7896	0.7024	1
36	103	0.043	0.000	0.9891	0.9007	1
36	104	0.055	0.000	0.9741	0.8142	1
36	105	-0.948	0.000	0.8813	0.7487	1
36	135	-41.007	0.000	0.7099	0.8273	1
36	160	0.073	0.000	0.8927	0.6645	1
36	171	0.019	0.000	0.8323	0.6537	1
36	205	19.013	0.000	0.7939	0.5181	1
36	206	1.013	0.000	0.8814	0.5907	1
36	208	0.993	0.000	0.8814	0.5907	1
36	210	18.029	0.000	0.9572	0.7881	1
36	216	1.039	0.000	0.8615	0.6196	1
36	217	0.055	0.000	0.9591	0.8034	1
36	218	18.066	0.000	0.9430	0.7245	1
36	258	17.957	0.000	0.8340	0.6840	1
39	90	-0.035	0.000	0.9060	0.7038	1
39	100	25.992	0.000	0.7849	0.7240	1
39	139	-113.119	0.000	0.8566	0.6161	1
39	172	23.940	0.000	0.8230	0.5638	1
39	192	23.940	0.000	0.8469	0.5489	1
39	210	25.956	0.000	0.8348	0.7465	1
39	218	25.992	0.000	0.8121	0.6385	1
39	230	-10.044	0.000	0.8356	0.5766	1
39	233	-56.047	0.000	0.7943	0.5487	1
39	258	25.883	0.000	0.8104	0.7234	1
40	70	0.069	0.000	0.9087	0.7309	1
40	91	28.042	0.000	0.7323	0.5229	1
40	211	0.068	0.000	0.7225	0.6110	1
41	226	1.850	0.000	0.7058	0.6911	1
43	44	-151.949	0.000	0.7268	0.4275	1
43	49	-83.961	0.000	0.8801	0.6585	1
43	52	-67.822	0.000	0.9247	0.8072	1
43	57	-1.833	0.000	0.7680	0.6400	1
43	60	-83.796	0.000	0.8838	0.7040	1
44	45	-116.074	0.000	0.8104	0.6691	1
44	47	-15.974	0.000	0.8458	0.6877	1
44	49	67.987	0.000	0.8711	0.7159	1
44	50	-31.948	0.000	0.7130	0.4789	1
44	52	84.126	0.000	0.7079	0.4552	1
44	53	82.128	0.000	0.7066	0.5690	1
44	58	-99.771	0.000	0.8357	0.6643	1
44	60	68.152	0.000	0.8272	0.6691	1
45	46	67.987	0.000	0.8389	0.6694	1
45	47	100.100	0.000	0.9408	0.7780	1
45	49	184.061	0.000	0.7116	0.8368	1
45	50	84.126	0.000	0.9380	0.7259	1
45	55	168.088	0.000	0.8240	0.5455	1
45	56	82.128	0.000	0.7860	0.6848	1
45	58	16.304	0.000	0.8740	0.7734	1
46	47	32.113	0.000	0.8469	0.7124	1
46	48	184.061	0.000	0.9161	0.5911	1
46	55	100.100	0.000	0.9446	0.5932	1
47	49	83.961	0.000	0.7825	0.7381	1
47	50	-15.974	0.000	0.9336	0.6846	1
47	52	100.100	0.000	0.9382	0.6466	1
47	56	-17.972	0.000	0.9194	0.7450	1
47	58	-83.797	0.000	0.8738	0.7843	1
47	60	84.126	0.000	0.7511	0.7708	1
48	76	0.036	0.000	0.7315	0.5511	1
48	159	-2.099	0.000	0.7135	0.3263	1
48	233	10.935	0.000	0.7125	0.6760	1
48	251	-19.076	0.000	0.8419	0.5385	1
48	275	-4.060	0.000	0.8362	0.4154	1
48	281	7.899	0.000	0.8996	0.6241	1
48	292	48.839	0.000	0.8193	0.5342	1
48	294	-11.182	0.000	0.7140	0.3295	1
48	325	-7.223	0.000	0.8037	0.3925	1
48	364	74.001	0.000	0.7620	0.5601	1
48	417	74.001	0.000	0.8144	0.6585	1
49	50	-99.935	0.000	0.9154	0.7710	1
49	52	16.139	0.000	0.9445	0.7836	1
49	54	-1.833	0.000	0.7747	0.8281	1
49	56	-101.934	0.000	0.8433	0.6027	1
49	58	-167.758	0.000	0.8110	0.8126	1
49	60	0.165	0.000	0.9834	0.8808	1
50	56	-1.998	0.000	0.7468	0.6517	1
50	58	-67.823	0.000	0.7845	0.6715	1
50	60	100.100	0.000	0.9363	0.7710	1
51	84	-64.186	0.000	0.7000	0.4231	1
52	53	-1.998	0.000	0.7548	0.4677	1
52	54	-17.972	0.000	0.7143	0.5425	1
52	60	-15.974	0.000	0.9596	0.8337	1
52	61	67.987	0.000	0.9422	0.7415	1
53	54	-15.974	0.000	0.8902	0.6169	1
53	57	67.987	0.000	0.8976	0.6405	1
54	56	-100.100	0.000	0.9447	0.7850	1
54	57	83.961	0.000	0.9322	0.7403	1
54	60	1.998	0.000	0.7726	0.7806	1
56	58	-65.824	0.000	0.7523	0.6076	1
56	60	102.098	0.000	0.8294	0.6493	1
57	60	-81.963	0.000	0.7218	0.5676	1
57	61	1.998	0.000	0.7601	0.5704	1
58	60	167.923	0.000	0.7692	0.7777	1
59	492	-30.189	0.000	0.7129	0.6568	1
59	496	-30.189	0.000	0.7135	0.6789	1
59	510	-30.189	0.000	0.7262	0.6869	1
59	514	-30.189	0.000	0.7408	0.6968	1
59	518	-30.189	0.000	0.7148	0.7012	1
60	119	-44.217	0.000	0.7562	0.4493	1
61	63	-128.106	0.000	0.8213	0.5803	1
61	77	65.820	0.000	0.7107	0.5077	1
61	84	-48.212	0.000	0.8200	0.4637	1
61	119	-128.178	0.000	0.8458	0.7212	1
61	151	83.830	0.000	0.7843	0.4490	1
62	67	-15.974	0.000	0.8717	0.5949	1
62	88	50.024	0.000	0.7032	0.6136	1
62	118	91.009	0.000	0.7392	0.4021	1
62	148	-63.936	0.000	0.7056	0.5098	1
62	151	112.001	0.000	0.7557	0.4314	1
62	156	-95.017	0.000	0.7255	0.3180	1
62	175	91.009	0.000	0.7716	0.4932	1
62	234	90.955	0.000	0.7557	0.5054	1
62	242	1.978	0.000	0.8585	0.5418	1
62	253	79.902	0.000	0.8052	0.5521	1
62	259	-26.074	0.000	0.8605	0.5303	1
62	269	32.876	0.000	0.7468	0.5507	1
62	275	7.972	0.000	0.8289	0.4171	1
62	291	16.845	0.000	0.7828	0.4291	1
62	322	-27.181	0.000	0.7304	0.4625	1
62	325	4.809	0.000	0.7966	0.4286	1
62	335	-26.053	0.000	0.8657	0.5303	1
62	359	-46.238	0.000	0.8738	0.5576	1
62	436	-246.236	0.000	0.7719	0.4287	1
63	67	83.961	0.000	0.9003	0.6209	1
67	113	-130.049	0.000	0.8071	0.4482	1
67	118	106.983	0.000	0.7061	0.4078	1
67	147	106.983	0.000	0.7104	0.5054	1
67	151	127.975	0.000	0.7622	0.5522	1
67	156	-79.043	0.000	0.7136	0.3538	1
67	157	23.891	0.000	0.8012	0.4578	1
67	158	113.985	0.000	0.8009	0.4740	1
67	163	126.991	0.000	0.7919	0.4753	1
67	175	106.983	0.000	0.7221	0.4113	1
67	200	113.985	0.000	0.8097	0.4727	1
67	234	106.929	0.000	0.7175	0.4366	1
67	242	17.952	0.000	0.8165	0.4719	1
67	259	-10.100	0.000	0.7789	0.3990	1
67	269	48.850	0.000	0.7499	0.5871	1
67	275	23.946	0.000	0.8336	0.4801	1
67	325	20.783	0.000	0.7461	0.4308	1
67	331	37.885	0.000	0.7210	0.3981	1
67	345	-51.275	0.000	0.7644	0.4835	1
67	347	52.845	0.000	0.8124	0.4356	1
67	349	92.877	0.000	0.7107	0.4713	1
67	359	-30.264	0.000	0.8614	0.5880	1
67	368	-33.301	0.000	0.7963	0.4124	1
67	440	-230.262	0.000	0.7487	0.4095	1
68	229	92.994	0.000	0.7393	0.5989	1
68	355	-86.231	0.000	0.8629	0.5886	1
68	491	84.956	0.000	0.7278	0.6028	1
68	519	84.956	0.000	0.7301	0.5273	1
69	74	16.045	0.000	0.8784	0.5834	1
69	163	72.009	0.000	0.7157	0.5864	1
69	316	46.988	0.000	0.8163	0.7202	1
70	91	27.974	0.000	0.7172	0.5495	1
71	72	-15.977	0.000	0.7948	0.5999	1
73	74	15.974	0.000	0.8880	0.6430	1
73	316	46.918	0.000	0.8180	0.7131	1
74	140	-168.067	0.000	0.7220	0.5064	1
74	163	55.964	0.000	0.7938	0.6863	1
74	221	-168.067	0.000	0.7132	0.5339	1
74	316	30.943	0.000	0.7760	0.5070	1
74	347	-18.182	0.000	0.7023	0.5073	1
75	80	1.003	0.000	0.8697	0.7126	1
75	114	-41.007	0.000	0.7813	0.7439	1
75	149	1.226	0.000	0.8815	0.8451	1
75	161	1.014	0.000	0.8476	0.6988	1
75	180	1.226	0.000	0.8848	0.8287	1
75	190	1.236	0.000	0.8815	0.8066	1
75	201	1.003	0.000	0.8727	0.7266	1
75	202	-0.000	0.000	0.9263	0.7746	1
75	204	0.006	0.000	0.9586	0.7708	1
75	212	1.226	0.000	0.8730	0.7343	1
75	219	1.226	0.000	0.8773	0.7646	1
76	79	-0.984	0.000	0.7188	0.6374	1
76	93	52.946	0.000	0.7004	0.5962	1
76	251	-19.112	0.000	0.7058	0.6124	1
77	78	-18.011	0.000	0.9531	0.7269	1
77	112	-97.977	0.000	0.7847	0.7776	1
77	118	-2.982	0.000	0.7114	0.6654	1
77	176	-18.011	0.000	0.8325	0.5953	1
77	177	-0.000	0.000	0.8840	0.7118	1
77	195	-0.000	0.000	0.9519	0.8065	1
77	196	-18.011	0.000	0.9146	0.6481	1
77	344	-131.192	0.000	0.7608	0.4889	1
77	356	-159.224	0.000	0.7552	0.5496	1
77	360	-145.244	0.000	0.7030	0.5749	1
78	112	-79.966	0.000	0.8187	0.7453	1
78	176	-0.000	0.000	0.8492	0.7247	1
78	177	18.011	0.000	0.8700	0.6310	1
78	195	18.011	0.000	0.9363	0.7255	1
78	196	-0.000	0.000	0.9322	0.7571	1
79	118	79.924	0.000	0.7050	0.5914	1
79	156	-106.101	0.000	0.7097	0.4099	1
79	175	79.924	0.000	0.7008	0.4790	1
79	251	-18.128	0.000	0.7205	0.4832	1
79	321	21.756	0.000	0.7180	0.4413	1
80	114	-42.010	0.000	0.8139	0.7151	1
80	121	2.027	0.000	0.7010	0.4597	1
80	149	0.223	0.000	0.9871	0.8750	1
80	150	-38.004	0.000	0.7823	0.5949	1
80	161	0.011	0.000	0.9505	0.8449	1
80	180	0.223	0.000	0.9861	0.8819	1
80	190	0.232	0.000	0.9889	0.9042	1
80	201	0.000	0.000	0.9935	0.9384	1
80	202	-1.003	0.000	0.8264	0.6576	1
80	204	-0.997	0.000	0.8646	0.7323	1
80	212	0.223	0.000	0.9941	0.9348	1
80	219	0.223	0.000	0.9880	0.8994	1
81	82	0.034	0.000	0.8884	0.7623	1
81	100	1.068	0.000	0.7363	0.6351	1
81	105	-17.946	0.000	0.7816	0.6890	1
81	210	1.032	0.000	0.7069	0.5005	1
82	100	1.034	0.000	0.8535	0.7116	1
82	105	-17.980	0.000	0.8994	0.8537	1
82	171	-17.013	0.000	0.7055	0.7909	1
82	210	0.998	0.000	0.8377	0.6693	1
82	218	1.034	0.000	0.7930	0.5067	1
82	258	0.925	0.000	0.7978	0.6146	1
83	85	-1.007	0.000	0.9071	0.8093	1
83	87	-0.019	0.000	0.9780	0.8517	1
83	94	-0.977	0.000	0.9004	0.8611	1
83	95	-129.896	0.000	0.7832	0.6163	1
83	99	0.026	0.000	0.9843	0.8672	1
83	100	17.053	0.000	0.9341	0.8861	1
83	101	-130.036	0.000	0.7729	0.6353	1
83	103	-0.970	0.000	0.9004	0.8611	1
83	104	-0.958	0.000	0.9044	0.8067	1
83	135	-42.020	0.000	0.8752	0.7450	1
83	160	-0.940	0.000	0.8278	0.6811	1
83	171	-0.994	0.000	0.7980	0.7752	1
83	206	-0.000	0.000	0.9614	0.7450	1
83	208	-0.020	0.000	0.9614	0.7450	1
83	210	17.016	0.000	0.9631	0.8636	1
83	216	0.026	0.000	0.9479	0.7319	1
83	217	-0.958	0.000	0.8921	0.7583	1
83	218	17.053	0.000	0.9435	0.8022	1
83	258	16.944	0.000	0.8925	0.8513	1
84	119	-79.966	0.000	0.8485	0.5347	1
84	136	-0.984	0.000	0.9139	0.6532	1
84	151	132.042	0.000	0.7707	0.5236	1
84	178	-29.002	0.000	0.8816	0.5269	1
84	179	-13.006	0.000	0.8917	0.6756	1
84	191	-13.006	0.000	0.8860	0.6661	1
84	223	-13.006	0.000	0.8303	0.5834	1
84	332	63.933	0.000	0.8434	0.4341	1
85	87	0.988	0.000	0.8824	0.7131	1
85	94	0.030	0.000	0.9873	0.8976	1
85	95	-128.889	0.000	0.7908	0.6315	1
85	97	28.044	0.000	0.8716	0.7596	1
85	99	1.033	0.000	0.9070	0.8691	1
85	100	18.059	0.000	0.9360	0.7852	1
85	101	-129.030	0.000	0.7860	0.6584	1
85	103	0.037	0.000	0.9873	0.8976	1
85	104	0.049	0.000	0.9746	0.8333	1
85	105	-0.954	0.000	0.8861	0.7309	1
85	135	-41.014	0.000	0.7261	0.7620	1
85	160	0.067	0.000	0.8853	0.6246	1
85	171	0.013	0.000	0.8236	0.6072	1
85	205	19.007	0.000	0.7918	0.5107	1
85	206	1.006	0.000	0.8760	0.5673	1
85	208	0.987	0.000	0.8760	0.5673	1
85	210	18.023	0.000	0.9549	0.7772	1
85	216	1.033	0.000	0.8728	0.6492	1
85	217	0.049	0.000	0.9626	0.7922	1
85	218	18.059	0.000	0.9448	0.7510	1
85	258	17.951	0.000	0.8407	0.7193	1
86	111	37.956	0.000	0.8260	0.5590	1
86	193	37.956	0.000	0.8068	0.6444	1
86	388	-220.240	0.000	0.8764	0.5538	1
86	396	-222.256	0.000	0.9061	0.6144	1
87	94	-0.957	0.000	0.8797	0.7697	1
87	95	-129.876	0.000	0.7457	0.4457	1
87	99	0.045	0.000	0.9756	0.7974	1
87	100	17.072	0.000	0.9258	0.8232	1
87	101	-130.017	0.000	0.7382	0.4687	1
87	103	-0.951	0.000	0.8797	0.7697	1
87	104	-0.938	0.000	0.8861	0.7381	1
87	135	-42.001	0.000	0.8691	0.6818	1
87	160	-0.921	0.000	0.8178	0.6649	1
87	171	-0.975	0.000	0.8021	0.8148	1
87	205	18.020	0.000	0.8370	0.5782	1
87	206	0.019	0.000	0.9667	0.7802	1
87	208	-0.000	0.000	0.9667	0.7802	1
87	210	17.036	0.000	0.9569	0.8162	1
87	216	0.046	0.000	0.9599	0.7781	1
87	217	-0.938	0.000	0.8708	0.7406	1
87	218	17.072	0.000	0.9529	0.8239	1
87	258	16.963	0.000	0.8673	0.7185	1
88	109	0.959	0.000	0.7959	0.5638	1
89	382	0.000	0.000	0.8489	0.6733	1
89	398	0.000	0.000	0.7443	0.5509	1
90	97	36.011	0.000	0.7251	0.6408	1
90	100	26.027	0.000	0.7851	0.7021	1
90	139	-113.084	0.000	0.8458	0.6922	1
90	167	-26.005	0.000	0.7058	0.5863	1
90	172	23.975	0.000	0.8832	0.6046	1
90	192	23.975	0.000	0.9066	0.5752	1
90	210	25.990	0.000	0.8464	0.6959	1
90	218	26.027	0.000	0.8187	0.5851	1
90	230	-10.010	0.000	0.9114	0.7134	1
90	258	25.918	0.000	0.7558	0.6477	1
91	96	-19.016	0.000	0.8349	0.5598	1
91	278	-76.037	0.000	0.7267	0.3499	1
91	360	-117.252	0.000	0.7070	0.4781	1
93	96	-18.032	0.000	0.7294	0.6571	1
94	95	-128.919	0.000	0.7890	0.6315	1
94	97	28.014	0.000	0.8781	0.7738	1
94	99	1.003	0.000	0.8995	0.8523	1
94	100	18.029	0.000	0.9389	0.8201	1
94	101	-129.060	0.000	0.7836	0.6584	1
94	103	0.007	0.000	1.0000	1.0000	1
94	104	0.019	0.000	0.9758	0.8142	1
94	105	-0.984	0.000	0.8780	0.7274	1
94	160	0.036	0.000	0.8862	0.6246	1
94	171	-0.017	0.000	0.8243	0.5883	1
94	205	18.977	0.000	0.7983	0.5481	1
94	206	0.976	0.000	0.8774	0.5997	1
94	208	0.957	0.000	0.8774	0.5997	1
94	210	17.993	0.000	0.9611	0.8192	1
94	216	1.003	0.000	0.8631	0.6676	1
94	217	0.019	0.000	0.9605	0.8448	1
94	218	18.029	0.000	0.9520	0.7871	1
94	258	17.920	0.000	0.8392	0.6840	1
95	99	129.922	0.000	0.7699	0.5506	1
