formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id	featureId
1	C6H12Br2O4	[M + Na]+	C6H12Br2O4	0.4683417085427136	-1.3290956477292912	-1.3290956477292912	0.0	1	0.0	-5.408259850256884	5.408259850256884	-4.967391059367688		328.89782	26.09	17_mapp_batch_00114_sirius_17	17
1	C11H6Br2O3	[M + H]+	C11H6Br2O3	0.9030150753768844	-0.6986726802609675	-0.6986726802609675	0.0	1	0.0	-1.0719936085033388	1.0719936085033388	-0.680547478089589		344.87541	26.09	18_mapp_batch_00114_sirius_18	18
1	C5H11O11P3S3	[M + Na]+	C5H11O11P3S3	0.0	48.65764886353927	48.65764886353927	0.0	15	0.9279626944772719	-0.11150123053887318	2.0281389186205234	-2.2768853912669944		458.85581	26.09	19_mapp_batch_00114_sirius_19	19
1	C13H10O4	[M + H]+	C13H10O4	0.9999999999999999	38.63392075224437	38.63392075224437	0.0	9	0.6552679186767747	1.0299315870960262	1.3859835009796557	-1.6672902603620825		231.06480	26.35	20_mapp_batch_00114_sirius_20	20
1	C2HBrN4O2	[M + Na]+	C2HBrN4O2	0.9999999999999999	21.53785413345983	21.53785413345983	0.0	3	0.37904954618102904	0.9349062504431066	0.9349062504431066	0.4277356040919597		214.91760	26.81	21_mapp_batch_00114_sirius_21	21
1	C19H23FN2O	[M + H]+	C19H23FN2O	0.9999999999999999	40.35600832535246	40.35600832535246	0.0	10	0.5606334709171277	4.297061909147057	4.297061909147057	2.671336106966062		315.18756	26.68	22_mapp_batch_00114_sirius_22	22
1	C8H12	[M + Na]+	C8H12	0.9999999999999999	3.5	3.5	0.0	1	0.0	NaN	NaN	4.874104232979231		131.08376	26.68	23_mapp_batch_00114_sirius_23	23
1	C5H14N4O	[M + H]+	C5H14N4O	0.9999999999999999	25.438400989097445	25.438400989097445	0.0	6	0.7884713987089649	7.4218312279609595	7.4218312279609595	-10.994382029057975		147.12242	26.7	24_mapp_batch_00114_sirius_24	24
1	C5H12N2O2	[M + H]+	C5H12N2O2	0.9999999999999999	57.46003436244901	54.946298063060844	2.5137362993881616	9	0.37547460122427745	8.725980278009558	8.725980278009558	1.1715030864290055		133.09731	26.7	25_mapp_batch_00114_sirius_25	25
1	C6H11NO2	[M + H]+	C6H11NO2	0.9999999999999999	23.401161953446838	18.872326476586913	4.528835476859925	3	0.988441054253887	7.8169446692690245	7.8169446692690245	-0.19251915083341606		130.08623	26.35	26_mapp_batch_00114_sirius_26	26
1	C4H8ClN	[M + K]+	C4H8ClN	0.9999999999999999	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	-5.521203204615541		143.99689	26.81	27_mapp_batch_00114_sirius_27	27
1	C5H10Cl2N2O	[M - H2O + H]+	C5H8Cl2N2	0.9999999999999999	15.60056123837067	15.60056123837067	0.0	4	0.8793666232545871	-5.059255032849495	5.059255032849495	-107844.73069310427		167.01284	26.81	28_mapp_batch_00114_sirius_28	28
1	C5H4Cl2N2O2	[M + K]+	C5H4Cl2N2O2	0.9999999999999999	31.894256264202657	31.894256264202657	0.0	6	0.6015956543880495	-0.19090084493596404	1.0800878298856813	0.1681716203839121		232.92818	26.81	29_mapp_batch_00114_sirius_29	29
1	C6H14N2O2	[M - H2O + H]+	C6H12N2O	0.9999999999999999	27.107806803749178	24.701795137587148	2.406011666162029	7	0.9783929207521701	6.275951967665009	6.275951967665009	-139503.73811518576		129.10252	26.7	30_mapp_batch_00114_sirius_30	30
1	C6H14N2O2	[M + H]+	C6H14N2O2	0.9999999999999999	28.699759207131454	24.11140638958785	4.588352817543605	6	0.9938210296655705	5.153624258833032	5.153624258833032	-1.0477691111512752		147.11265	26.35	31_mapp_batch_00114_sirius_31	31
1	C10H12N	[M + H]+	C10H12N	0.9869346733668343	13.569795672214596	13.569795672214596	0.0	4	0.695078539754986	8.221311237032461	8.221311237032461	-7.823329967327708		147.10310	26.91	32_mapp_batch_00114_sirius_32	32
1	C8H15N	[M + Na]+	C8H15N	0.9999999999999999	1.0	1.0	0.0	1	0.0	NaN	NaN	1.821754228491414		148.10994	26.7	33_mapp_batch_00114_sirius_33	33
1	C6H9N3O2	[M + H]+	C6H9N3O2	0.9999999999999999	41.73269927633368	39.360325106702064	2.3723741696316165	6	0.974801369922101	6.314146849380409	6.314146849380409	0.6856872279360788		156.07686	26.7	34_mapp_batch_00114_sirius_34	34
1	C6H14N2O2	[M + Na]+	C6H14N2O2	0.9999999999999999	13.907229173241154	11.26487601525952	2.642353157981633	3	0.5746402604119133	2.0140777751079457	2.0140777751079457	-0.700129214791343		169.09463	27.19	35_mapp_batch_00114_sirius_35	35
1	C7H17NS	[M + H]+	C7H17NS	0.9999999999999999	4.252921666242816	3.691069140531091	0.5618525257117253	3	0.02135346276823681	13.132742938541103	13.132742938541103	3.260985563576121		148.11593	26.76	36_mapp_batch_00114_sirius_36	36
1	C6H5BrN4O	[M + K]+	C6H5BrN4O	0.26532663316582916	-0.7678774751592254	-0.7678774751592254	0.0	1	0.0	-1.8468699917936109	1.8468699917936109	-1.8768407512943537		266.92733	27.87	37_mapp_batch_00114_sirius_37	37
1	C6HCl2F3N2O	[M + K]+	C6HCl2F3N2O	0.33819095477386935	-2.220916410155702	-2.220916410155702	0.0	1	0.0	0.02554889549990551	0.02554889549990551	0.03261840701768724		282.90497	27.87	38_mapp_batch_00114_sirius_38	38
1	C5H11NO2	[M + K]+	C5H11NO2	0.9999999999999999	10.347530253537798	4.8863218132550035	5.461208440282794	3	0.2994738972076082	2.1735150808721317	2.1735150808721317	0.5338805705859866		156.04222	29.88	39_mapp_batch_00114_sirius_39	39
1	C6H14N4O2	[M + Na]+	C6H14N4O2	0.9999999999999999	48.932053587070115	46.58683860602294	2.3452149810471807	8	0.9391219608378456	0.6070124809519438	0.8724876521296421	-1.2500622931319736		197.10065	30.21	40_mapp_batch_00114_sirius_40	40
1	C2H4Cl2O2	[M + Na]+	C2H4Cl2O2	0.5115577889447236	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	-6.442935392813666		152.94707	28.61	41_mapp_batch_00114_sirius_41	41
1	C6H14N2O2	[M + K]+	C6H14N2O2	0.9999999999999999	13.210944972027676	7.473263217134982	5.7376817548926935	3	0.28398801414282127	4.862340866240212	6.003487599934301	-1.7603662264093825		185.06836	30.21	42_mapp_batch_00114_sirius_42	42
1	C7H10O7	[M + H]+	C7H10O7	0.8959798994974874	6.069412433223091	3.2734320787333964	2.7959803544896946	1	0.0	2.5688805855334933	2.5688805855334933	2.419158991757042		207.05043	29.73	43_mapp_batch_00114_sirius_43	43
1	C8H18ClN2O5PS	[M + K]+	C8H18ClN2O5PS	0.9889447236180906	14.352367236459456	14.352367236459456	0.0	5	0.596750547123441	1.2822258015732892	1.2822258015732892	0.5707914384401924		358.99962	29.2	44_mapp_batch_00114_sirius_44	44
1	C15H24N4O7S2	[M + K]+	C15H24N4O7S2	0.4648241206030151	7.626750094023179	7.626750094023179	0.0	3	0.6863850247469139	-0.5398432527158062	0.5398432527158062	3.4116661578081167		475.07342	29.27	45_mapp_batch_00114_sirius_45	45
1	C11H22N4O7P2	[M + Na]+	C11H22N4O7P2	0.9110552763819098	12.601856973466674	9.0673998131359	3.5344571603307746	2	0.9586624741161132	1.380899535476285	1.380899535476285	1.1717323305535396		407.08607	29.27	46_mapp_batch_00114_sirius_46	46
1	C15H10Cl2N2O2S	[M + Na]+	C15H10Cl2N2O2S	0.9708542713567839	7.112743280430063	7.112743280430063	0.0	2	0.6664356356463093	1.1886210842181646	1.1886210842181646	-0.9457219944757556		374.97287	29.73	47_mapp_batch_00114_sirius_47	47
1	C10H6O6	[M + H]+	C10H6O6	0.7457286432160805	4.662376162500533	3.3362996886134457	1.3260764738870872	1	0.0	1.9039908028428796	1.9039908028428796	1.9084746138486497		223.02414	30.21	48_mapp_batch_00114_sirius_48	48
1	C12H12O3S2	[M + Na]+	C12H12O3S2	0.7211055276381911	3.6696317376456298	3.6696317376456298	0.0	2	0.1643551967932854	1.3478671261268562	1.3478671261268562	-1.638918191687847		291.01153	29.73	49_mapp_batch_00114_sirius_49	49
1	C12H9BrN4O3S	[M + Na]+	C12H9BrN4O3S	0.871356783919598	5.544441537101649	5.544441537101649	0.0	3	0.8335413006715157	1.7341853586867126	1.786714563743154	0.3991635941016224		390.94725	29.91	50_mapp_batch_00114_sirius_50	50
1	C2H4ClI	[M + H]+	C2H4ClI	0.9999999999999999	-2.2188758248682006	-2.2188758248682006	0.0	1	0.0	NaN	NaN	1.5595646034384512		190.91220	29.62	51_mapp_batch_00114_sirius_51	51
1	C6H5Cl5	[M + Na]+	C6H5Cl5	0.9999999999999999	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	3.7134879378925163		274.87363	29.62	52_mapp_batch_00114_sirius_52	52
1	C5H2Br2N4	[M + H]+	C5H2Br2N4	0.9999999999999999	-0.670327242521673	-0.670327242521673	0.0	1	0.0	NaN	NaN	-0.8188490015522105		276.87167	29.62	53_mapp_batch_00114_sirius_53	53
1	C4H2N2S6	[M + Na]+	C4H2N2S6	0.9366834170854272	-1.1256043286236856	-1.1256043286236856	0.0	1	0.0	NaN	NaN	4.6619774804098615		292.84481	28.96	54_mapp_batch_00114_sirius_54	54
1	C12H12O3S2	[M + K]+	C12H12O3S2	0.949246231155779	16.17819726294984	9.710945166047832	6.467252096902008	2	0.9797485965101356	0.7021997177279973	0.7021997177279973	-0.17702471774503112		306.98589	29.91	55_mapp_batch_00114_sirius_55	55
1	C12H14Br2N2O3	[M + H]+	C12H14Br2N2O3	0.9979899497487437	3.848036919962463	3.848036919962463	0.0	3	0.41659267815428114	-2.585111726787971	2.585111726787971	1.9011302938369572		392.94514	28.96	56_mapp_batch_00114_sirius_56	56
1	C3HCl3N2	[M + K]+	C3HCl3N2	0.9999999999999999	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	-0.043910038969362845		208.88368	29.62	57_mapp_batch_00114_sirius_57	57
1	C7ClO11P3S	[M + K]+	C7ClO11P3S	0.3241206030150754	1.8704466644300766	-3.8283137373023006	5.698760401732377	1	0.0	NaN	NaN	1.8582500800202322		458.77028	29.15	58_mapp_batch_00114_sirius_58	58
1	ClHO3	[M + K]+	ClHO3	0.9999999999999999	-1.7405878595873872	-1.7405878595873872	0.0	1	0.0	2.516397712287613	2.516397712287613	2.4431824498939574		122.92488	29.62	59_mapp_batch_00114_sirius_59	59
1	C6H5Cl5	[M + K]+	C6H5Cl5	0.8331658291457287	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	0.9741894366130484		290.84683	29.62	60_mapp_batch_00114_sirius_60	60
1	C2H4OP4	[M + K]+	C2H4OP4	0.621105527638191	-2.0101026174011114	-3.605170185988091	1.5950675685869797	1	0.0	NaN	NaN	5.996703248876664		206.88566	29.62	61_mapp_batch_00114_sirius_61	61
1	C8H16N2O3S2	[M - H2O + H]+	C8H14N2O2S2	0.8924623115577891	12.305000701152764	10.511921984262104	1.7930787168906601	7	0.4166786847418517	0.26688850437503003	1.6991282142605115	-76624.17684297393		235.05650	30.39	62_mapp_batch_00114_sirius_62	62
1	C12H12N2O3S2	[M + K]+	C12H12N2O3S2	0.9999999999999999	20.19739971078975	20.19739971078975	0.0	4	0.9646183006895036	-0.0876904725966328	0.40390326283271466	-1.5592753288813779		334.99157	29.73	63_mapp_batch_00114_sirius_63	63
1	C4H6O4S2	[M + K]+	C4H6O4S2	0.8728643216080401	0.8015537869551401	-0.6094379124341003	1.4109916993892404	1	0.0	NaN	NaN	2.766556848813093		220.93452	29.69	64_mapp_batch_00114_sirius_64	64
1	C6H7BrN2O4	[M + K]+	C6H7BrN2O4	0.5075376884422111	-0.7402912368950507	-0.7402912368950507	0.0	1	0.0	-1.5433392405099977	1.5433392405099977	-2.1698080587378197		288.92145	29.69	66_mapp_batch_00114_sirius_66	66
1	C11H10N2OS2	[M + H]+	C11H10N2OS2	0.7989949748743719	10.347097645889859	9.632303622117988	0.7147940237718702	4	0.744526963365294	0.40781856151270457	0.9516963839874766	-2.037173414882013		251.03022	30.21	67_mapp_batch_00114_sirius_67	67
1	C6H14N4O2	[M + K]+	C6H14N4O2	0.9999999999999999	26.7856165094912	20.623258241576803	6.162358267914396	3	0.8005955985551747	1.9398648262493259	1.9398648262493259	0.07608551393189371		213.07485	30.56	68_mapp_batch_00114_sirius_68	68
1	C9H7N3O	[M + Na]+	C9H7N3O	0.8763819095477386	3.346090038959409	0.8870802308788028	2.459009808080606	1	0.0	1.3693348586057976	1.3693348586057976	1.0581875339862998		196.04834	30.56	69_mapp_batch_00114_sirius_69	69
1	C6H10N2O3	[M + K]+	C6H10N2O3	0.9512562814070353	6.550122318617441	0.9619084873305068	5.588213831286934	1	0.0	0.4756573657658449	0.4756573657658449	0.5061091956725368		197.03240	30.56	70_mapp_batch_00114_sirius_70	70
1	C7H5ClN2O7S	[M + K]+	C7H5ClN2O7S	0.7246231155778895	-1.442476977130163	-1.442476977130163	0.0	3	0.17033461924103124	3.0058988664626662	3.0058988664626662	3.1133885677551634		334.91480	30.24	71_mapp_batch_00114_sirius_71	71
1	C2H5FNO5P	[M + Na]+	C2H5FNO5P	0.8407035175879397	3.208444808117066	3.208444808117066	0.0	2	0.45223157922138774	-3.6467744171334733	3.6467744171334733	-2.7442423809435583		195.97762	31.61	73_mapp_batch_00114_sirius_73	73
1	C4H6F3NO	[M + K]+	C4H6F3NO	0.9969849246231154	4.98916646732542	4.98916646732542	0.0	2	0.5062876388863465	0.4189974432652773	1.4943793480422816	-1.2031576266325545		180.00309	32.32	74_mapp_batch_00114_sirius_74	74
1	C7H17N3S	[M + H]+	C7H17N3S	0.9999999999999999	21.343055096949502	21.343055096949502	0.0	6	0.4712303350926773	9.269765445474096	9.269765445474096	2.6402366034253473		176.12206	32.72	75_mapp_batch_00114_sirius_75	75
1	C3H9N2O5P	[M + K]+	C3H9N2O5P	0.9407035175879399	7.205056761763084	4.008137052812977	3.1969197089501074	2	0.02817418708939795	0.6694420343159861	1.279870098973646	-0.29650963530826974		222.98800	31.61	76_mapp_batch_00114_sirius_76	76
1	C6H8N2O2	[M + H]+	C6H8N2O2	0.9999999999999999	56.824108121687594	53.84529597075736	2.978812150930228	11	0.9881996742218943	6.410157814851615	6.410157814851615	-0.8077658723475144		141.06574	33.37	77_mapp_batch_00114_sirius_77	77
1	C6H10N2O3	[M + H]+	C6H10N2O3	0.9999999999999999	97.45531655813755	94.62541886725579	2.8298976908817663	13	0.9740745199719281	6.33652134107917	6.33652134107917	-1.1229338240299862		159.07624	33.37	78_mapp_batch_00114_sirius_78	78
1	C3H8NO6P	[M + K]+	C3H8NO6P	0.7261306532663316	9.927942324239883	7.659377592564897	2.268564731674986	3	0.18991971617197928	2.699418884964406	2.699418884964406	-0.1862111473467538		223.97204	32.24	79_mapp_batch_00114_sirius_79	79
1	C6H14N4O2	[M + H]+	C6H14N4O2	0.9999999999999999	59.85088230123588	54.74700352017078	5.1038787810651	17	0.9978468183651431	3.6475460413453313	3.6475460413453313	-0.9258863114451185		175.11879	32.72	80_mapp_batch_00114_sirius_80	80
1	C6H14N2O	[M + H]+	C6H14N2O	0.9999999999999999	31.536601158084295	29.456824910560005	2.079776247524291	6	0.37740044000298306	8.493687636089152	8.493687636089152	1.0714003976092656		131.11803	33.03	81_mapp_batch_00114_sirius_81	81
1	C8H12	[M + Na]+	C8H12	0.5723618090452262	3.7860314263761086	3.5	0.28603142637610857	1	0.0	NaN	NaN	7.772991526429836		131.08414	33.03	82_mapp_batch_00114_sirius_82	82
1	C10H14NO	[M - H2O + H]+	C10H12N	0.9758793969849247	9.660391111876685	9.660391111876685	0.0	4	0.6726573128117582	11.907717001357813	11.907717001357813	-122444.32652307006		147.10290	33.37	83_mapp_batch_00114_sirius_83	83
1	C11H14N2O5	[M + H]+	C11H14N2O5	0.9999999999999999	53.540184423983746	50.216584987048996	3.323599436934752	10	0.9281773358868831	7.51506142413801	7.51506142413801	-0.7761746270841765		255.09735	32.92	84_mapp_batch_00114_sirius_84	84
1	C8H15N	[M + Na]+	C8H15N	0.9999999999999999	1.0	1.0	0.0	1	0.0	NaN	NaN	0.1338191274488612		148.10969	32.92	85_mapp_batch_00114_sirius_85	85
1	C8H20NO6P	[M + K]+	C8H20NO6P	0.9994974874371858	23.303723344924872	17.63077100508366	5.6729523398412125	4	0.9154651778287501	3.3930166813613925	3.5239869426145534	-0.6825851015637966		296.06578	32.92	86_mapp_batch_00114_sirius_86	86
1	C5H14N4O	[M + H]+	C5H14N4O	0.9999999999999999	24.26107604237746	24.26107604237746	0.0	5	0.7844489410830003	7.369660189855013	7.369660189855013	-12.761640330163601		147.12216	33.23	87_mapp_batch_00114_sirius_87	87
1	C5H10N2O3	[M + K]+	C5H10N2O3	0.9994974874371858	16.960431101239628	11.877604454620466	5.0828266466191625	3	0.38446514423076916	1.5112016835573097	1.8012027646086446	-1.622854914282002		185.03200	33.37	88_mapp_batch_00114_sirius_88	88
1	C5H11NO2	[M + Na]+	C5H11NO2	0.9999999999999999	13.580996967352185	10.801692919956444	2.7793040473957404	2	0.7254209254920168	5.475767710966839	5.475767710966839	0.36202286728257155		140.06825	33.08	89_mapp_batch_00114_sirius_89	89
1	C6H9N3O2	[M + H]+	C6H9N3O2	0.9999999999999999	40.60486968950455	38.254380931587335	2.350488757917209	7	0.9870471722700026	6.147170359044549	6.147170359044549	-0.659804593008922		156.07665	33.99	90_mapp_batch_00114_sirius_90	90
1	C5H10N2O3	[M + Na]+	C5H10N2O3	0.9999999999999999	37.02687719809431	35.00078892044583	2.02608827764848	5	0.8618797724165518	0.7666700346897506	0.7978321557056203	-0.1353384311710957		169.05834	33.51	91_mapp_batch_00114_sirius_91	91
1	C5H9NO4	[M + K]+	C5H9NO4	0.9999999999999999	22.592631304827577	17.485550326224047	5.107080978603531	5	0.34590643799141124	7.7351601236277565	7.7351601236277565	-0.35409858294815605		186.01625	34.16	92_mapp_batch_00114_sirius_92	92
1	C8H8FNS	[M + H]+	C8H8FNS	0.7678391959798996	25.47895913281491	25.47895913281491	0.0	8	0.2909796937145988	5.331591391456064	5.649276382896593	-5.204157092266983		170.04254	34.28	93_mapp_batch_00114_sirius_93	93
1	C6H13NOS	[M + H]+	C6H13NOS	0.9999999999999999	19.79489496397627	18.62187625302254	1.173018710953732	4	0.7049705783858776	7.124373702587926	7.124373702587926	2.4210785635708643		148.07942	34.12	94_mapp_batch_00114_sirius_94	94
1	C6H11N2O6P	[M + K]+	C6H11N2O6P	0.9999999999999999	36.497603434309475	31.68372707551911	4.813876358790365	8	0.6926959197044942	2.0135483777518663	2.239606457308186	-1.4108468361439663		276.99824	34.62	95_mapp_batch_00114_sirius_95	95
1	C8H15NO3S	[M - H2O + H]+	C8H13NO2S	0.9999999999999999	61.33701441732037	58.34025912784207	2.9967552894783025	14	0.9432532844751742	2.5767983766451983	2.5767983766451983	-95764.220173626		188.07380	33.99	96_mapp_batch_00114_sirius_96	96
1	C4H9NO3	[M + H]+	C4H9NO3	0.9999999999999999	56.63896002337047	56.63896002337047	0.0	6	0.9816338351607231	9.595305312954327	9.595305312954327	1.4192223396929364		120.06569	34.62	97_mapp_batch_00114_sirius_97	97
1	C5H14O8P2	[M + H]+	C5H14O8P2	0.9999999999999999	57.0690928833652	55.09207623825162	1.9770166451135815	16	0.9324789761700791	-2.7788412596261884	2.7788412596261884	-2.0266913704532916		265.02313	34.15	98_mapp_batch_00114_sirius_98	98
1	C5H10N2O3	[M + H]+	C5H10N2O3	0.9999999999999999	38.347844022303896	35.13065511115611	3.217188911147786	7	0.8847531921979834	5.487916399747309	5.487916399747309	1.0971693079803864		147.07658	34.62	99_mapp_batch_00114_sirius_99	99
1	C5H9NO4	[M - H2O + H]+	C5H7NO3	0.9999999999999999	46.68976220517757	42.05704601665579	4.632716188521787	6	0.6617865347778688	8.034661049448985	8.034661049448985	-138488.09915944317		130.05005	34.62	100_mapp_batch_00114_sirius_100	100
1	C11H20N2O6	[M + H]+	C11H20N2O6	0.9999999999999999	84.75766158488976	79.60182338079453	5.155838204095227	13	0.9347148120061206	2.067126249648765	2.124610626698296	-0.8400547715064598		277.13918	34.62	101_mapp_batch_00114_sirius_101	101
1	C11H25N5O4	[M + H]+	C11H25N5O4	0.9999999999999999	41.92218096925108	39.30245459598039	2.619726373270688	8	0.8931006516206618	3.716323306109132	3.716323306109132	0.37395154829038507		292.19804	33.87	102_mapp_batch_00114_sirius_102	102
1	C7H11NO	[M + Na]+	C7H11NO	0.9999999999999999	4.936880117777448	4.936880117777448	0.0	3	0.02154167891143445	11.021657474508416	11.021657474508416	-2.86799411154652		148.07286	34.95	103_mapp_batch_00114_sirius_103	103
1	C5H9NO4	[M + H]+	C5H9NO4	0.9999999999999999	58.307282954694756	53.630030146021596	4.677252808673158	7	0.9618323144220746	8.046421635888453	8.046421635888453	-0.636362786588257		148.06034	34.62	104_mapp_batch_00114_sirius_104	104
1	C6H12O2S	[M + H]+	C6H12O2S	0.9999999999999999	-0.7467139373050342	-0.7467139373050342	0.0	1	0.0	2.1663527697951968	2.1663527697951968	3.8434850445375357		149.06365	34.62	105_mapp_batch_00114_sirius_105	105
1	C7H9F3N2O3	[M + Na]+	C7H9F3N2O3	0.9999999999999999	93.85241179892002	93.85241179892002	0.0	16	0.9322009118178118	-0.10665999460944817	1.0952861097715054	-0.7930601070236255		249.04555	34.49	106_mapp_batch_00114_sirius_106	106
1	C15H22N6O5S	[M + H]+	C15H22N6O5S	0.9999999999999999	36.92999160471841	30.023535902440585	6.906455702277823	15	0.9730722871941883	6.288633386305777	6.288633386305777	-0.8148836902553088		399.14419	33.99	107_mapp_batch_00114_sirius_107	107
1	C6H12O6	[M + K]+	C6H12O6	0.9567839195979899	9.197302825393452	3.3684230537297317	5.82887977166372	1	0.0	1.5513890357205786	1.5513890357205786	1.1587436308552115		219.02680	34.76	108_mapp_batch_00114_sirius_108	108
1	C5H14NO4P	[M + H]+	C5H14NO4P	0.9793969849246233	35.74591131486151	35.74591131486151	0.0	7	0.9755673043137191	5.989109590647772	5.989109590647772	0.266143383409116		184.07337	34.75	109_mapp_batch_00114_sirius_109	109
1	C14H22N4O3S	[M - H2O + H]+	C14H20N4O2S	0.9999999999999999	27.859391408905214	24.2560670973239	3.603324311581314	9	0.9908641127452641	1.3444744826383719	1.3444744826383719	-58260.888097833755		309.13789	32.42	110_mapp_batch_00114_sirius_110	110
1	C8H20NO6P	[M + H]+	C8H20NO6P	0.9999999999999999	39.20164353949494	34.51583832352018	4.685805215974761	6	0.9843971965184088	4.028264951965356	4.028264951965356	-0.0017127982918897701		258.11010	35.43	111_mapp_batch_00114_sirius_111	111
1	C8H12N2O4	[M + K]+	C8H12N2O4	0.9939698492462311	43.56702273638379	43.56702273638379	0.0	11	0.9946653107305679	2.8339693746430012	2.8339693746430012	-0.8574372897640624		239.04266	35.24	112_mapp_batch_00114_sirius_112	112
