cluster index	parent mass	RTMean	ATTRIBUTE_group:GNPSGROUP:nan	ATTRIBUTE_group:GNPSGROUP:A	ATTRIBUTE_group:GNPSGROUP:B	ATTRIBUTE_group:GNPSGROUP:C	ATTRIBUTE_group:GNPSGROUP:D
766	365.1060973124773	6.52014		497179.9525	288689.0225	479225.78	994622.1000000001
767	325.1129044491446	6.5374336		0.0	0.0	0.0	89572.525
768	360.1501706091449	6.5374336		0.0	0.0	0.0	81833.605
769	163.06069375051527	6.538417		0.0	0.0	0.0	18151.92
770	707.22166388772	6.538417		0.0	0.0	0.0	14353.21
771	198.08536039207988	6.5713086		0.0	31819.662	75749.55	16661.135
772	159.07708472447075	6.5753		0.0	0.0	12836.4075	0.0
773	293.0846695045946	6.5821075		43259.59575	15474.96675	12911.86325	97534.05500000001
774	497.1483785574823	6.594174		55456.90499999999	27462.61	29715.5635	15614.9785
775	527.1586013262119	6.6134224		14642.825	19785.2675	0.0	14275.8165
776	381.0795642559351	6.640452		66701.6385	0.0	30445.33975	51502.7165
777	589.2251602213469	6.6412606		25941.66675	0.0	0.0	14763.355
778	365.10610378693553	6.641863		293842.0625	115715.86624999999	127372.13750000001	307265.4075
779	439.14291197239055	6.6558995		23501.06	34599.3825	15225.5575	0.0
780	203.15078052301607	6.6820893		219834.6275	135702.76249999998	430419.2825	316850.715
781	308.09147357928697	6.6875167		0.0	0.0	18061.0325	0.0
782	330.0733984252807	6.6875167		0.0	0.0	13584.05	0.0
783	163.06078221437386	6.751025		0.0	0.0	0.0	36465.55875
784	325.11283780378824	6.7520294		0.0	0.0	0.0	165639.48325
785	360.15006762568805	6.7520294		0.0	0.0	0.0	180292.35625
786	365.10608596747136	6.7551203		0.0	12782.915	0.0	1132981.375
787	381.0794442939176	6.756204		0.0	0.0	0.0	256631.805
788	589.2249746420018	6.7578		0.0	0.0	0.0	34225.095
789	245.11390416825247	6.758683		0.0	0.0	0.0	14206.16
790	145.04968130654788	6.7600665		0.0	0.0	0.0	14884.958
791	527.1585209654875	6.768833		16859.084	0.0	0.0	0.0
792	288.2033869989385	6.857633		0.0	0.0	0.0	21735.23
793	522.203359048338	6.8796334		0.0	0.0	0.0	13471.09675
794	1031.3279774848424	6.8825135		0.0	48062.6075	82116.46475	81128.207
795	259.1294205543816	6.882856		13264.164	27318.26375	0.0	20111.9785
796	751.2787579039866	6.88365		0.0	12901.2705	0.0	0.0
797	325.1131391858653	6.8841224		0.0	12913.1825	12577.5665	14529.31825
798	543.1327420498457	6.884263		0.0	35395.6225	63062.893500000006	47942.083
799	527.1589139252616	6.8899283		50228.505000000005	244499.32424999998	315531.89749999996	294442.74
800	219.17088809816693	6.925667		0.0	0.0	0.0	12632.9415
801	527.1586463076701	6.96865		0.0	16547.9075	0.0	0.0
802	291.0686079478623	7.00425		0.0	0.0	0.0	18165.92375
803	219.1708783426936	7.0456667		0.0	0.0	13096.765	0.0
804	170.0930855640782	7.0499425		420389.425	328463.9625	526369.6799999999	393162.8125
805	124.08720430089603	7.049948		157280.4585	122476.23000000001	193135.39750000002	147757.1375
806	1031.3281067342168	7.051339		47399.565	55792.4505	66660.33275	47067.3485
807	487.165956154888	7.0554633		0.0	28584.30575	31950.9775	15775.69825
808	522.2030970916226	7.0559077		116401.22875	102720.30600000001	165237.46	124991.59
809	184.0737740069669	7.057383		0.0	0.0	13056.8905	29619.877500000002
810	378.1162132753026	7.0576687		58262.542499999996	22727.7375	180441.1675	198437.15375000003
811	325.1129833851511	7.0579877		51583.55175	64920.26275000001	102436.0875	85955.1815
812	527.1589016168987	7.0646253		266365.29	307574.2	281725.985	207455.0675
813	543.1328167685488	7.065086		31071.38875	64975.08375	60686.787249999994	33120.981
814	229.079857467988	7.086167		0.0	0.0	0.0	18949.395
815	189.1350461746124	7.1097		0.0	0.0	63800.8325	0.0
816	189.16015324589392	7.21599		167082.1425	132306.0	115932.24	124353.505
817	487.165921831059	7.216062		17918.77	14389.5205	24780.5675	15361.546
818	130.0864833166733	7.2161164		14398.8165	0.0	0.0	0.0
819	203.13990412710336	7.21665		17415.195	0.0	24228.2575	0.0
820	1031.3286151336306	7.217644		36628.31725	32629.3075	53782.364	19361.8475
821	543.1328528459393	7.2233024		67233.1735	66438.86525	73996.23575	68012.03
822	527.1589350854584	7.2256856		300860.69499999995	276758.1825	310761.14999999997	281808.08999999997
823	325.11305079166664	7.226978		47523.717	16444.005	54924.44575	29968.3675
824	175.14404981784213	7.2270536		65934.8235	14625.13875	0.0	0.0
825	522.2030451251477	7.2323713		127766.475	85789.65650000001	133602.1875	97513.1975
826	730.2383916797072	7.2673464		257509.94000000003	136654.7815	294114.1475	228158.99250000002
827	205.1549590082144	7.3323917		0.0	0.0	0.0	37827.3505
828	274.1876994807478	7.33745		0.0	0.0	0.0	28574.225
829	203.1029591651944	7.3670335		0.0	0.0	0.0	13742.1875
830	246.1816828207869	7.383373		0.0	0.0	23232.13875	44130.735
831	689.2114641910957	7.3945403		0.0	23949.19	65293.57	59586.4125
832	178.05890849466283	7.468798		78565.0625	71586.405	96046.9035	32272.07125
833	156.07739924989346	7.4705424		889409.8150000001	665078.37	1214227.15	828974.6900000001
834	110.071747681695	7.4729652		562385.8275	419166.3675	759618.9875	520650.07
835	170.09270709226467	7.4972167		29268.88575	0.0	97173.26125	18903.805
836	689.2115889177286	7.544091		29667.1465	18576.82	44872.32425	48996.92
837	158.09286975464977	7.6808767		114690.95349999999	75610.856	104381.87350000002	100358.20375
838	116.0709486233869	7.680887		109395.85250000001	72124.455	97183.925	95566.98375
839	175.11948228714533	7.6820617		2096633.7	1336925.8	1878914.375	1838805.15
840	130.09778549553346	7.683276		65014.591	0.0	47012.074250000005	58231.1515
841	399.23922100551545	7.6919994		365540.2975	270349.9375	341824.3425	300860.78250000003
842	358.1857790818556	7.781717		0.0	0.0	29036.5525	0.0
843	156.07703450797803	7.7888875		35335.2425	79952.65125	188478.6125	119302.90125
844	110.07167937114492	7.796069		45692.4715	51758.01424999999	120183.1025	75816.0565
845	130.0869291546957	7.8240952		454041.495	298622.42	606478.415	496506.05000000005
846	84.08113048317054	7.8246956		164649.70750000002	110838.6485	221908.5575	181872.58000000002
847	198.0893333032588	7.824887		56397.39	42746.314750000005	103130.14749999999	49245.714
848	156.07700707948587	7.890158		98172.48999999999	24609.57625	0.0	0.0
849	110.07165079725844	7.902517		39645.557499999995	16210.544	0.0	0.0
850	358.1855897297045	7.91379		27368.96875	0.0	54522.171	41846.05825
851	381.15538043534286	7.9349165		13927.251	0.0	0.0	0.0
852	133.097432304865	7.984806		12581.3075	12982.708	14777.23925	0.0
853	116.07094432956195	7.9860296		114149.8075	120364.85599999999	118112.1285	29399.475
854	70.06549331991259	7.988039		15091.47075	16591.335	20647.59375	0.0
855	408.1935435443269	8.010866		14979.664	0.0	50578.56375	0.0
856	358.1855229686904	8.064171		42189.716	28513.328	12516.703	34009.57
857	381.15545301214144	8.077961		34913.41025	0.0	0.0	12776.6895
858	188.1760377726457	8.079141		38199.244249999996	147949.91	25257.2225	96833.52500000001
859	358.1855327656553	8.104767		13574.38375	0.0	0.0	0.0
860	86.09686220265121	8.10795		0.0	0.0	17422.955	0.0
861	125.00013287417596	8.178842		0.0	0.0	14768.715	12689.9475
862	86.09680185403171	8.211338		31990.969749999997	0.0	55692.613	32026.230750000002
863	104.10732426682608	8.273286		31596.247499999998	12967.575	75365.621	66846.45575
864	550.2060521344341	8.273321		69457.3575	45681.60725	216581.1975	126099.22350000001
865	389.1215479598791	8.326404		64135.436499999996	58771.22	90866.99	104169.1525
866	86.09682350916621	8.341088		0.0	13551.9875	0.0	32435.591500000002
867	367.1399296840007	8.379933		0.0	109128.57	0.0	0.0
868	206.05549233202947	8.38485		20710.63875	25073.5775	0.0	0.0
869	550.2063154850142	8.38495		0.0	16200.25	0.0	0.0
870	389.12165639058856	8.410112		15893.9335	51237.145000000004	33472.425	0.0
871	110.00896645078149	9.836992		62673.48425	12845.965	56159.10874999999	59906.10475
