formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C16H21N3O4	[M - H2O + H]+	C16H20N3O3+	0.926	0.333	64.611	64.611	0.000	23	0.705	-0.364	2.992	-59607.683		302.150	238	3.968	695994822130739222	695994661686021688	412	
1	C23H27FN4O4S	[M + Na]+	C23H27FN4NaO4S+	0.955	0.963	59.354	59.354	0.000	38	0.735	0.357	2.550	0.351		497.163	238	3.972	695994893891090035	695994661711187516	413	
1	C13H12BClN2O2	[M + H3N + H]+	C13H16BClN3O2+	0.925	0.311	49.822	49.822	0.000	11	0.551	1.420	1.975	0.231		291.106	239	3.980	695994832339675706	695994661736353344	414	
1	C7H4NO2	[M + H3N + H]+	C7H8N2O2+	0.997	0.333	74.633	72.203	2.430	7	0.086	1.049	4.932	-6.569		152.057	240	4.005	695994818087429770	695994661757324868	415	
1	C7H13NO3	[M - H2O + H]+	C7H12NO2+	1.000	0.333	21.910	21.910	0.000	5	0.047	2.702	2.702	-126756.261		142.086	240	4.007	695994826438289704	695994661786685000	416	
1	C20H24N8O10	[M + H]+	C20H25N8O10+	0.550	0.271	28.685	24.859	3.825	6	0.912	1.368	3.207	0.046		537.169	241	4.015	695994820465600366	695994661824433740	417	
1	C8H17NO3	[M - H2O + H]+	C8H16NO2+	0.889	0.333	79.629	75.445	4.184	22	0.769	2.842	3.595	-113903.315		158.118	241	4.016	695994826857720138	695994661853793872	418	
1	C11H16BrNO2	[M + H3N + H]+	C11H20BrN2O2+	0.984	0.328	72.657	72.657	0.000	14	0.578	2.221	2.221	-0.366		291.070	241	4.018	695994834029980289	695994661979623004	421	
1	C9H8O2	[M + H3N + H]+	C9H12NO2+	0.982	0.305	94.203	92.340	1.862	9	0.854	3.411	3.411	3.101		166.087	241	4.018	695994816128689602	695994661899931220	419	
1	C5H6N4O2	[M - H2O + H]+	C5H5N4O+	1.000	0.333	35.675	33.512	2.164	5	0.579	1.696	2.102	-131417.636		137.046	241	4.019	695994835556707064	695994661937679960	420	
1	C8H8O	[M - H2O + H]+	C8H7+	1.000	0.496	15.577	12.832	2.744	1	0.051	3.956	3.956	-174764.155		103.055	241	4.020	695994807941407716	695994662025760352	422	
1	C8H6	[M + H3N + H]+	C8H10N+	1.000	0.333	64.235	59.895	4.340	4	0.132	3.772	3.772	3.117		120.081	241	4.020	695994816581674507	695994662063509092	423	
1	C6H9FO3	[M - H2O + H]+	C6H8FO2+	0.528	0.492	38.286	38.286	0.000	5	0.250	0.069	0.721	-137439.106		131.050	241	4.021	695994820738230179	695994662088674920	424	
1	C10H12N4O5	[M + H]+	C10H13N4O5+	0.998	0.146	46.568	43.418	3.150	10	0.871	3.836	4.994	0.610		269.088	242	4.025	695994821161854958	695994662113840748	425	
1	C4H7N3O2	[M - H2O + H]+	C4H6N3O+	0.999	0.331	48.749	46.744	2.005	8	0.564	2.977	6.532	-160733.786		112.051	242	4.027	695994850429709841	695994662180949616	426	
1	C25H32O12	[M + H3N + H]+	C25H36NO12+	0.587	0.001	47.764	44.656	3.108	14	0.621	0.059	2.729	1.748		542.224	244	4.063	695994895375873857	695994662210309748	427	
1	C22H37NO12	[M + H]+	C22H38NO12+	0.567	0.267	65.027	60.513	4.515	20	0.816	2.174	2.823	1.472		508.240	244	4.073	695994856209461063	695994662277418620	429	
1	C17H19F3N4O5	[M - H2O + H]+	C17H18F3N4O4+	0.398	0.331	69.544	66.855	2.690	35	0.695	-1.255	3.359	-45127.164		399.127	244	4.073	695994931929234829	695994662239669880	428	
1	C5H13NO	[M - H2O + H]+	C5H12N+	1.000	0.333	2.849	0.877	1.973	0	0.000	3.394	3.394	-209186.488		86.097	245	4.077	695994817651222068	695994662302584448	430	
1	C6H15NO3	[M - H2O + H]+	C6H14NO2+	1.000	0.333	29.776	28.077	1.698	2	0.886	2.186	5.608	-136334.763		132.102	245	4.077	695994818808850171	695994662336138884	431	
1	C6H14ClNO3	[M + H]+	C6H15ClNO3+	0.998	0.500	42.004	42.004	0.000	7	0.547	3.001	3.001	0.557		184.074	245	4.079	695994879584318355	695994662365499016	432	
1	C6H8O5	[M - H2O + H]+	C6H7O4+	0.997	0.389	48.145	45.298	2.847	6	0.382	0.270	1.635	-125916.004		143.034	245	4.082	695994866300957118	695994662386470540	433	
1	C12H16O9	[M + H]+	C12H17O9+	0.500	0.496	70.738	67.905	2.834	10	0.876	1.734	2.350	-0.651		305.087	245	4.082	695994873771012826	695994662415830672	434	
1	C21H31NO14	[M + H3N + H]+	C21H35N2O14+	0.467	0.150	68.569	65.641	2.928	26	0.701	0.056	1.460	-0.538		539.208	245	4.092	695994992302048759	695994662440996500	435	
1	C28H38O16	[M + H3N + H]+	C28H42NO16+	0.334	0.330	24.406	18.957	5.449	3	0.784	0.743	0.768	0.307		648.250	247	4.112	695994872705659543	695994662491328156	437	
1	C21H26F2N4O7S	[M + Na]+	C21H26F2N4NaO7S+	0.914	0.925	98.545	93.716	4.829	40	0.826	0.328	2.355	-1.757		539.137	247	4.112	695994887922595019	695994662466162328	436	
1	C10H20N2O4	[M - H2O + H]+	C10H19N2O3+	1.000	0.333	93.778	93.778	0.000	16	0.661	4.053	4.236	-83714.068		215.139	247	4.113	695994829135227286	695994662516493984	438	
1	C10H10O5	[M - H2O + H]+	C10H9O4+	1.000	0.456	96.201	93.209	2.991	13	0.511	1.753	2.557	-93291.335		193.050	247	4.121	695994826631227697	695994662541659812	439	
1	C23H26ClFN4O8S	[M - H2O + H]+	C23H25ClFN4O7S+	0.513	0.289	9.168	9.168	0.000	19	0.399	-1.197	2.535	-32444.420		555.111	247	4.122	695994879773062081	695994662566825640	440	
1	C5H13NO2	[M - H2O + H]+	C5H12NO+	0.985	0.333	46.413	44.372	2.041	6	0.185	4.082	4.672	-176411.119		102.092	248	4.127	695994817869325923	695994662591991468	441	
1	C11H25N3O3	[M - H2O + H]+	C11H24N3O2+	1.000	0.333	74.539	72.216	2.324	20	0.705	2.149	3.844	-78242.035		230.187	249	4.155	695994861167128711	695994662646517428	443	
1	C13H18NO3	[M + H3N + H]+	C13H22N2O3+	1.000	0.333	67.613	67.613	0.000	25	0.603	2.253	2.432	-4.147		254.161	249	4.155	695994813830210941	695994662621351600	442	
1	C5H12FNO3	[M - H2O + H]+	C5H11FNO2+	0.854	0.316	38.602	38.602	0.000	5	0.472	-4.967	4.967	-132359.953		136.076	249	4.158	695994808738325579	695994662675877560	444	
1	C6H9NO	[M - H2O + H]+	C6H8N+	0.993	0.056	0.888	0.888	0.000	0	0.000	2.831	2.831	-191466.129		94.065	250	4.167	695994822369814569	695994662705237692	445	
1	C7H10FNO4	[M + H3N + H]+	C7H14FN2O4+	0.963	0.333	136.490	136.490	0.000	30	0.845	-5.953	5.953	-4.455		209.092	250	4.168	695994885401818237	695994662738792128	446	
1	C10H6O3	[M + H3N + H]+	C10H10NO3+	0.455	0.328	88.167	86.066	2.101	13	0.535	1.781	3.533	1.512		192.066	250	4.170	695994940187819732	695994662780735172	447	
1	C6H10FNO3	[M - H2O + H]+	C6H9FNO2+	1.000	0.333	80.930	80.930	0.000	15	0.489	-3.836	5.318	-123313.920		146.060	250	4.172	695994923624512513	695994662814289608	448	
1	C11H22N2O4	[M - H2O + H]+	C11H21N2O3+	1.000	0.333	63.198	61.700	1.498	23	0.779	1.302	4.513	-78594.253		229.155	251	4.186	695994976363692878	695994662839455436	449	
1	C17H19F3N4O5	[M - H2O + H]+	C17H18F3N4O4+	0.988	0.333	53.148	50.427	2.721	29	0.717	-1.794	2.330	-45128.264		399.126	251	4.187	695994989726745983	695994662864621264	450	
1	C5H13N3O3	[M - H2O + H]+	C5H12N3O2+	0.991	0.333	81.129	77.404	3.724	19	0.792	2.625	2.780	-123277.571		146.093	252	4.193	695994883543741489	695994662935924436	451	
1	C11H9NO4	[M + H]+	C11H10NO4+	0.459	0.258	24.417	24.417	0.000	3	0.024	2.492	2.492	2.526		220.061	252	4.206	695994883216585753	695994662965284568	452	
1	C12H22N2O4	[M - H2O + H]+	C12H21N2O3+	0.999	0.333	70.017	65.873	4.144	23	0.490	3.071	3.225	-74682.336		241.155	252	4.206	695994888451077367	695994663070142172	453	
1	C11H9NO4	[M + H3N + H]+	C11H13N2O4+	0.968	0.333	107.633	105.686	1.947	22	0.765	3.620	4.224	1.631		237.087	252	4.208	695994918083836711	695994663120473824	454	
1	C12H16N2O6S	[M - H2O + H]+	C12H15N2O5S+	0.508	0.238	25.854	23.353	2.500	24	0.626	0.800	2.086	-60219.956		299.070	253	4.211	695994891261261297	695994663149833956	455	
1	C15H25N3O5	[M - H2O + H]+	C15H24N3O4+	1.000	0.332	55.778	54.320	1.458	22	0.695	1.034	2.849	-58064.590		310.176	253	4.219	695994960207233656	695994663225331432	456	
1	C14H28N2O5	[M - H2O + H]+	C14H27N2O4+	0.462	0.333	23.953	21.481	2.473	2	0.815	3.767	3.767	-62710.022		287.197	254	4.233	695994941735518038	695994663263080172	457	
1	C7H10O2	[M + H3N + H]+	C7H14NO2+	0.900	0.333	65.654	65.654	0.000	11	0.804	3.161	3.161	3.781		144.102	254	4.234	695994935402118782	695994663334383344	458	
1	C5H13NO	[M - H2O + H]+	C5H12N+	1.000	0.333	16.096	13.975	2.121	2	0.099	3.220	11.528	-209185.645		86.097	255	4.253	695994921577692108	695994663376326388	459	
1	C6H15NO3	[M - H2O + H]+	C6H14NO2+	1.000	0.333	34.597	32.253	2.344	3	0.835	3.749	3.749	-136335.967		132.102	255	4.255	695994881010381806	695994663405686520	460	
1	C6H13NO3	[M - H2O + H]+	C6H12NO2+	1.000	0.333	42.860	40.615	2.245	4	0.903	3.276	3.276	-138448.537		130.087	255	4.256	695994932659043769	695994663435046652	461	
1	C6H11NO4	[M - H2O + H]+	C6H10NO3+	1.000	0.333	44.697	44.697	0.000	6	0.217	3.148	3.148	-125015.231		144.066	256	4.262	695994922018094032	695994663460212480	462	
1	C7H9NO3	[M - H2O + H]+	C7H8NO2+	0.753	0.045	36.976	34.526	2.450	4	0.142	4.277	4.277	-130456.642		138.055	256	4.262	695994895283599128	695994663485378308	463	
1	C5H11NO	[M - H2O + H]+	C5H10N+	0.999	0.333	28.625	26.155	2.470	5	0.301	-0.367	10.220	-214199.663		84.081	256	4.262	695994880683226068	695994663514738440	464	
1	C8H10O5	[M + H3N + H]+	C8H14NO5+	0.985	0.333	148.639	146.575	2.064	28	0.737	0.298	2.710	1.769		204.087	256	4.262	695994961486496400	695994663581847312	466	
1	C6H9NO3	[M - H2O + H]+	C6H8NO2+	1.000	0.295	15.523	15.523	0.000	2	0.096	3.148	3.148	-142874.003		126.055	256	4.262	695994894440543953	695994663544098572	465	
1	C8H8O4	[M + H3N + H]+	C8H12NO4+	0.829	0.333	166.883	164.138	2.745	12	0.443	3.944	4.534	2.073		186.076	256	4.263	695994890808276388	695994663611207444	467	
1	C8H15BN2O5S	[M - H2O + H]+	C8H14BN2O4S+	0.917	0.333	63.142	63.142	0.000	25	0.427	-3.329	3.420	-73791.484		244.079	256	4.265	695994893979170438	695994663640567576	468	
1	C8H15NO6	[M + K]+	C8H15KNO6+	1.000	1.000	120.335	120.335	0.000	21	0.678	1.662	1.727	0.922		260.053	256	4.265	695994901096904813	695994663669927708	469	
1	C6H13NO	[M - H2O + H]+	C6H12N+	0.999	0.333	13.960	13.960	0.000	1	0.818	2.939	2.939	-183597.192		98.097	258	4.296	695994937570573988	695994663690899232	470	
1	C11H19O2	[M + H3N + H]+	C11H23NO2+	0.804	0.333	86.557	83.580	2.978	25	0.790	2.557	3.490	-4.327		201.171	258	4.297	695994928087252215	695994663716065060	471	
1	C7H17NO3	[M + H]+	C7H18NO3+	0.594	0.500	73.032	73.032	0.000	11	0.893	2.026	2.212	2.286		164.128	258	4.299	695994922471078876	695994663745425192	472	
1	C30H41N9O11	[M + Na]+	C30H41N9NaO11+	0.833	0.919	28.235	28.235	0.000	27	0.839	0.925	2.208	-0.473		726.281	258	4.300	695994988539757873	695994663770591020	473	
1	C18H36FN5O9	[M + Na]+	C18H36FN5NaO9+	0.988	0.996	43.525	39.488	4.037	14	0.904	3.574	3.784	1.108		508.239	259	4.310	695994925922991249	695994663799951152	474	
1	C14H15BF3N5O7	[M - H2O + H]+	C14H14BF3N5O6+	0.546	0.000	67.941	67.941	0.000	39	0.726	-0.589	2.059	-43392.625		415.100	259	4.320	695995019476945511	695994663829311284	475	
1	C17H19F3N4O5	[M - H2O + H]+	C17H18F3N4O4+	1.000	0.333	69.115	66.064	3.051	32	0.754	0.003	1.570	-45127.348		399.127	259	4.322	695994948547068136	695994663858671416	476	
1	C27H35N5O8S	[M + Na]+	C27H35N5NaO8S+	0.534	0.526	44.280	44.280	0.000	15	0.715	1.590	1.590	4.876		612.213	260	4.328	695995048665107874	695994663883837244	477	
1	C7H12FNO2	[M + Na]+	C7H12FNNaO2+	1.000	1.000	116.207	116.207	0.000	20	0.535	2.876	4.021	-4.496		184.074	261	4.355	695994908906699111	695994663913197376	478	
1	C8H14F3NO5	[M - H2O + H]+	C8H13F3NO4+	0.926	0.332	53.293	51.203	2.090	16	0.352	0.242	2.657	-73788.714		244.079	261	4.356	695994942511464296	695994663942557508	479	
1	C7H9NO3	[M - H2O + H]+	C7H8NO2+	0.988	0.313	6.795	6.795	0.000	1	0.023	4.047	4.047	-130455.987		138.055	262	4.363	695994890611144082	695994663967723336	480	
1	C8H10O5	[M + H3N + H]+	C8H14NO5+	1.000	0.319	62.595	62.595	0.000	16	0.482	2.173	5.507	1.916		204.087	262	4.363	695994945254539285	695994663992889164	481	
1	C3H8N5O	[M + K]+	C3H8KN5O+	0.909	0.022	-0.629	-0.629	0.000	2	0.011	0.344	1.094	-0.432		169.036	263	4.376	695994891055740357	695994664018054992	482	
1	C22H37NO12	[M + H]+	C22H38NO12+	0.407	0.055	51.546	48.301	3.245	17	0.747	0.170	1.761	1.629		508.240	263	4.379	695994916259314334	695994664043220820	483	
1	C10H12O4	[M - H2O + H]+	C10H11O3+	0.992	0.500	126.161	123.529	2.631	14	0.399	7.391	7.391	-100577.831		179.070	263	4.380	695994888597878063	695994664068386648	484	
1	C10H12O4	[M + H]+	C10H13O4+	0.999	0.498	131.955	129.230	2.725	19	0.665	3.368	4.640	1.647		197.081	263	4.380	695994906717272320	695994664101941084	485	
1	C8H12N3O4	[M + H]+	C8H13N3O4+	0.409	0.333	136.551	134.691	1.860	21	0.577	5.197	6.134	6.893		215.092	263	4.381	695994893408745009	695994664127106912	486	
1	C10H22N2O4	[M + H]+	C10H23N2O4+	0.658	0.333	31.293	26.834	4.459	4	0.866	2.612	2.612	1.898		235.166	263	4.391	695994911251315164	695994664160661348	487	
1	C32H48O20	[M + Na]+	C32H48NaO20+	1.000	0.992	22.080	16.290	5.790	4	0.768	0.645	1.802	0.562		775.264	264	4.394	695994953890611676	695994664190021480	488	
1	C3H10NO	[M - H2O + H]+	C3H9N+	0.343	0.333	-3.605	-3.605	0.000	0	0.000			-304883.753		59.073	264	4.396	695994945510391851	695994664215187308	489	
1	C17H19F3N4O5	[M - H2O + H]+	C17H18F3N4O4+	1.000	0.332	54.578	51.690	2.888	34	0.765	0.932	2.483	-45127.034		399.127	264	4.400	695995009389644098	695994664240353136	490	
1	C27H33NO12	[M + H3N + H]+	C27H37N2O12+	0.996	0.316	60.904	53.040	7.864	10	0.425	0.366	2.452	0.428		581.234	264	4.404	695994915403676254	695994664269713268	491	
1	C7H13FN2O2	[M - H2O + H]+	C7H12FN2O+	1.000	0.311	19.044	19.044	0.000	5	0.054	-0.395	4.855	-113212.297		159.092	265	4.409	695994934043164179	695994664303267704	492	
1	C18H15F3N4O3	[M + Na]+	C18H15F3N4NaO3+	1.000	1.000	96.107	93.094	3.012	35	0.666	0.879	2.336	3.022		415.100	265	4.411	695994913348467192	695994664341016444	493	
1	C11H9NO2	[M + H3N + H]+	C11H13N2O2+	0.990	0.333	91.624	89.120	2.504	18	0.697	2.237	2.386	0.858		205.097	265	4.418	695994895015163616	695994664382959488	494	
1	C8H12FNO4	[M - H2O + H]+	C8H11FNO3+	0.998	0.008	66.257	66.257	0.000	14	0.774	-4.310	4.310	-95768.453		188.071	265	4.420	695994893316470301	695994664429096836	495	
1	C6H10FNO3	[M - H2O + H]+	C6H9FNO2+	1.000	0.200	46.177	46.177	0.000	7	0.232	-4.959	6.778	-123313.997		146.060	265	4.421	695994949889245548	695994664458456968	496	
1	C5H9NO4	[M - H2O + H]+	C5H8NO3+	1.000	0.263	11.513	11.513	0.000	1	0.045	3.412	3.412	-138485.823		130.050	267	4.449	695994900333541423	695994664512982928	498	
1	C7H15NO4	[M - H2O + H]+	C7H14NO3+	0.997	0.333	103.004	100.502	2.502	14	0.513	7.315	7.315	-112496.354		160.097	267	4.451	695994881752773622	695994664487817100	497	
1	C7H11F3N2O3	[M - H2O + H]+	C7H10F3N2O2+	0.999	0.328	78.908	76.268	2.640	17	0.512	-2.175	3.588	-85328.563		211.069	268	4.470	695994887587050673	695994664538148756	499	
1	C4H7N3O2	[M - H2O + H]+	C4H6N3O+	0.999	0.333	46.496	44.440	2.055	7	0.375	-1.472	4.454	-160733.165		112.051	270	4.492	695994927718153446	695994664580091800	500	
1	C9H10N2O5	[M + H3N + H]+	C9H14N3O5+	0.970	0.333	49.840	47.075	2.765	8	0.836	1.551	1.551	0.381		244.093	270	4.492	695994886769161366	695994664617840540	501	
1	C18H28N6O11	[M - H2O + H]+	C18H27N6O10+	0.902	0.275	22.602	17.350	5.252	3	0.922	2.917	2.917	-36967.647		487.179	270	4.492	695994928934501656	695994664651394976	502	
1	C11H15NO4	[M - H2O + H]+	C11H14NO3+	0.748	0.193	67.329	67.329	0.000	12	0.305	1.605	2.419	-86546.250		208.097	270	4.494	695994945854324784	695994664760446896	506	
1	C12H15N2O3S2	[M - H2O + H]+	C12H14N2O2S2+	0.505	0.333	81.731	81.731	0.000	18	0.483	1.224	2.908	-63857.622		282.049	270	4.495	695994897422694302	695994664731086764	505	
1	C9H15NO3	[M + H3N + H]+	C9H19N2O3+	0.877	0.333	122.965	120.102	2.863	18	0.546	2.720	3.320	2.171		203.139	270	4.495	695994944881246214	695994664705920936	504	
1	C6H14BFN4O5S	[M - H2O + H]+	C6H13BFN4O4S+	0.786	0.036	60.599	60.599	0.000	19	0.539	3.465	3.861	-67694.418		266.075	270	4.495	695994976799900533	695994664680755108	503	
1	C9H10FNO3	[M + H3N + H]+	C9H14FN2O3+	0.905	0.332	38.151	38.151	0.000	11	0.703	-1.053	3.851	-2.796		217.098	270	4.497	695994910592809367	695994664785612724	507	
1	C10H18N2O4	[M - H2O + H]+	C10H17N2O3+	1.000	0.333	82.590	82.590	0.000	14	0.453	3.136	3.764	-84505.984		213.124	270	4.506	695994894197274272	695994664844332984	508	
1	C11H20N2O4	[M - H2O + H]+	C11H19N2O3+	0.768	0.333	72.153	69.538	2.615	17	0.669	-3.883	4.652	-79292.749		227.139	271	4.519	695994931606273401	695994664873693116	509	
1	C10H17N3O3	[M + H3N + H]+	C10H21N4O3+	0.967	0.333	107.166	103.181	3.985	30	0.813	3.387	3.476	2.337		245.161	271	4.521	695994949847302492	695994664957579200	510	
1	C6H16N2O2	[M - H2O + H]+	C6H15N2O+	1.000	0.333	31.069	31.069	0.000	4	0.239	3.730	3.730	-137357.488		131.118	271	4.525	695994893459076673	695994664999522244	511	
1	C7H9NO3	[M - H2O + H]+	C7H8NO2+	1.000	0.333	77.428	75.396	2.032	12	0.650	0.950	3.398	-130455.824		138.055	272	4.529	695994901004630073	695994665028882376	512	
1	C4H10O4Si	[M - H2O + H]+	C4H9O3Si+	0.991	0.493	68.711	67.121	1.590	11	0.264	3.177	6.034	-135381.118		133.032	272	4.530	695994947271999646	695994665066631116	513	
1	C4H9NS	[M + H]+	C4H10NS+	0.501	0.327	35.687	35.687	0.000	5	0.115	-2.221	6.216	2.914		104.053	272	4.530	695994956134564396	695994665100185552	514	
1	C5H13NO3S	[M - H2O + H]+	C5H12NO2S+	1.000	0.333	127.927	125.809	2.118	16	0.681	2.921	5.443	-120020.373		150.059	272	4.531	695994925809745003	695994665137934292	515	
1	C10H10N4O5	[M + H3N + H]+	C10H14N5O5+	0.870	0.043	37.238	34.252	2.986	6	0.780	3.313	3.845	1.320		284.099	273	4.558	695994903454103745	695994665171488728	516	
1	C7H4NO2	[M + H3N + H]+	C7H8N2O2+	0.739	0.333	79.471	77.760	1.712	10	0.093	-3.655	6.523	-6.372		152.057	274	4.559	695994901008824402	695994665209237468	517	
1	C28H24N6O8S	[M + H]+	C28H25N6O8S+	0.152	0.166	18.403	18.403	0.000	7	0.900	0.544	1.774	2.811		605.147	274	4.560	695994996890617571	695994665251180512	518	
1	C10H13N5O5	[M + Na]+	C10H13N5NaO5+	0.999	0.999	71.822	68.910	2.912	32	0.681	-0.374	2.483	1.375		306.081	274	4.562	695994947976642762	695994665280540644	519	
1	C13H15N4O3S2	[M - H2O + H]+	C13H14N4O2S2+	0.876	0.284	42.266	36.215	6.051	24	0.482	0.202	3.519	-55923.534		322.055	274	4.563	695994970638467875	695994665326677992	520	
1	C6H15NO3	[M + H]+	C6H16NO3+	1.000	0.500	107.575	105.527	2.047	16	0.636	1.696	3.420	3.332		150.113	274	4.564	695994895157769994	695994665356038124	521	
1	C11H12N4O4	[M + H3N + H]+	C11H16N5O4+	0.958	0.250	39.150	36.639	2.511	8	0.826	3.387	3.387	1.381		282.120	275	4.578	695994893748483653	695994665385398256	522	
1	C17H28N4O7	[M + H3N + H]+	C17H32N5O7+	0.977	0.332	81.703	78.850	2.853	27	0.652	1.449	2.760	-0.274		418.230	275	4.580	695994917031066340	695994665414758388	523	
1	C6H11NO4	[M - H2O + H]+	C6H10NO3+	1.000	0.333	55.435	53.185	2.250	7	0.397	0.608	4.645	-125014.528		144.066	275	4.581	695994926866709691	695994665439924216	524	
1	C10H9NO4	[M - H2O + H]+	C10H8NO3+	0.551	0.269	82.235	79.928	2.308	12	0.844	3.416	3.925	-94762.155		190.051	275	4.583	695994951109788049	695994665469284348	525	
1	C7H10O4S	[M + H3N + H]+	C7H14NO4S+	0.869	0.333	75.316	73.430	1.886	11	0.846	4.817	5.041	2.522		208.064	276	4.592	695994949037801774	695994665515421700	527	
1	C7H13NO4S	[M - H2O + H]+	C7H12NO3S+	0.988	0.333	53.008	53.008	0.000	10	0.638	3.054	3.718	-94770.676		190.052	276	4.592	695994952670069173	695994665490255872	526	
1	C7H13NO4S	[M + Na]+	C7H13NNaO4S+	1.000	1.000	62.392	62.392	0.000	12	0.572	3.054	3.464	2.001		230.046	276	4.592	695994953336963527	695994665540587528	528	
1	C14H31N5O6S	[M - H2O + H]+	C14H30N5O5S+	0.989	0.324	48.758	48.084	0.674	28	0.780	-2.513	3.825	-47380.458		380.193	276	4.598	695994992474015263	695994665565753356	529	
1	C5H4N2O	[M + H3N + H]+	C5H8N3O+	0.528	0.333	17.163	17.163	0.000	2	0.002	2.457	2.457	2.829		126.067	276	4.606	695994890925716921	695994665590919184	530	
1	C20H22N4O9	[M + Na]+	C20H22N4NaO9+	0.806	0.805	26.105	22.816	3.289	18	0.830	-2.693	3.203	-1.317		485.127	277	4.609	695994946860957814	695994665616085012	531	
1	C10H16FNO5	[M + H3N + H]+	C10H20FN2O5+	0.974	0.333	65.732	65.732	0.000	18	0.678	0.242	2.966	-2.532		267.134	277	4.612	695994934382902839	695994665641250840	532	
1	C20H22N4O9	[M + K]+	C20H22KN4O9+	0.907	0.877	12.488	8.278	4.210	15	0.391	-2.232	2.978	-1.170		501.101	277	4.616	695994981640127498	695994665666416668	533	
1	C11H11NO3	[M - H2O + H]+	C11H10NO2+	0.583	0.098	29.821	29.821	0.000	8	0.121	0.936	3.490	-95760.046		188.071	277	4.619	695994958756004430	695994665708359712	534	
1	C5H12BNO6Si	[M - H2O + H]+	C5H11BNO5Si+	0.977	0.098	18.963	18.963	0.000	7	0.144	0.699	2.708	-88700.896		203.053	278	4.628	695994894381823672	695994665733525540	535	
1	C10H12FN2O3	[M - H2O + H]+	C10H11FN2O2+	0.860	0.280	95.585	92.394	3.191	22	0.613	-0.393	3.223	-85732.371		210.080	279	4.643	695994905849051367	695994665762885672	536	
1	C32H44O22	[M + Na]+	C32H44NaO22+	1.000	0.998	25.764	25.764	0.000	4	0.773	-0.745	0.745	0.419		803.222	279	4.647	695995076523675903	695994665792245804	537	
1	C17H18N4O7	[M + Na]+	C17H18N4NaO7+	0.934	0.995	71.891	68.568	3.323	41	0.798	0.404	2.006	-3.025		413.106	279	4.647	695994976556630877	695994665821605936	538	
1	C17H22N2O8S2	[M - H2O + H]+	C17H21N2O7S2+	0.898	0.023	60.402	54.455	5.948	28	0.544	-0.280	2.470	-41970.861		429.080	280	4.660	695994937406996114	695994665859354676	539	
1	C5H11NO3P	[M - H2O + H]+	C5H10NO2P+	1.000	0.333	58.606	58.606	0.000	13	0.434	6.256	7.436	-122483.015		147.044	280	4.669	695994898060228560	695994665888714808	540	
1	C11H10NO2	[M + Na]+	C11H10NNaO2+	1.000	1.000	147.600	142.581	5.019	26	0.684	2.828	3.227	0.264		211.060	280	4.669	695994907522578769	695994665989378116	543	
1	C10H10O5	[M - H2O + H]+	C10H9O4+	0.711	0.500	127.297	124.907	2.390	24	0.770	2.177	4.363	-93292.071		193.050	280	4.669	695994933703425531	695994665947435072	542	
1	C17H18N4O7	[M + H3N + H]+	C17H22N5O7+	0.574	0.298	131.761	126.467	5.294	37	0.945	1.506	1.693	-1.873		408.151	280	4.669	695994964024050338	695994666073264204	545	
1	C5H14NO4P	[M + H]+	C5H15NO4P+	0.999	0.000	84.449	81.845	2.604	14	0.506	0.678	2.170	1.570		184.074	280	4.669	695994969371788023	695994665918074940	541	
1	C12H17BFN5O5S	[M + H]+	C12H18BFN5O5S+	0.347	0.332	149.069	149.069	0.000	44	0.863	0.002	3.161	-1.223		373.113	280	4.669	695994977848476570	695994666022932552	544	
1	C8H8O2	[M - H2O + H]+	C8H7O+	1.000	0.419	35.764	32.989	2.775	5	0.145	3.486	3.486	-151283.146		119.050	280	4.670	695994882579051520	695994666098430032	546	
1	C17H10F3O3	[M + H3N + H]+	C17H14F3NO3+	0.392	0.156	64.252	60.783	3.469	22	0.624	0.042	2.225	-0.443		337.092	281	4.683	695994927164505293	695994666119401556	547	
1	C4H9NO	[M - H2O + H]+	C4H8N+	1.000	0.333	0.868	0.868	0.000	0	0.000	4.443	4.443	-257048.718		70.065	282	4.693	695994894310520498	695994666182316124	549	
1	C10H19N3O7S	[M + Na]+	C10H19N3NaO7S+	1.000	1.000	63.590	63.590	0.000	36	0.668	-0.144	2.922	-6.641		348.081	282	4.693	695994996198557359	695994666144567384	548	
1	C3H8FN3O	[M + H]+	C3H9FN3O+	0.351	0.333	19.795	19.795	0.000	4	0.139	7.925	7.925	-6.198		122.072	282	4.696	695994935074963054	695994666207481952	550	
1	C12H18N4O2S	[M - H2O + H]+	C12H17N4OS+	0.410	0.333	30.469	27.368	3.101	12	0.801	2.751	3.003	-67933.845		265.112	282	4.707	695994940363980528	695994666249424996	551	
1	C11H11NO3	[M + H3N + H]+	C11H15N2O3+	0.520	0.122	49.391	49.391	0.000	13	0.750	0.477	4.902	4.488		223.109	283	4.711	695994948609982742	695994666303950952	552	
