formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C12H25NO6	[M - H2O + H]+	C12H24NO5+	0.936	0.333	88.151	88.151	0.000	16	0.469	3.037	3.037	-68693.910		262.166	136	2.259	695994788085570738	695994649358961112	132	
1	C10H19N4O3	[M + H]+	C10H20N4O3+	0.642	0.014	111.869	110.285	1.583	24	0.481	0.107	3.332	7.405		244.155	136	2.265	695994785610931088	695994649409292764	133	
1	C24H38N2O3	[M + H3N + H]+	C24H42N3O3+	0.819	0.333	58.684	55.372	3.312	12	0.715	3.793	3.793	1.312		420.323	136	2.266	695994784247782130	695994649468013024	134	
1	C16H32O2	[M + H3N + H]+	C16H36NO2+	0.535	0.500	77.522	74.831	2.691	13	0.509	1.672	3.514	2.349		274.275	137	2.289	695994781894777383	695994649514150372	135	
1	C4H7FN4O2	[M + H3N + H]+	C4H11FN5O2+	0.960	0.299	63.110	63.110	0.000	11	0.464	-6.615	6.615	-4.882		180.088	137	2.290	695994778891655391	695994649568676328	136	
1	C5H9NO4	[M - H2O + H]+	C5H8NO3+	1.000	0.333	51.828	49.710	2.118	5	0.178	1.751	3.517	-138485.823		130.050	138	2.294	695994783706716860	695994649631590892	137	
1	C8H16FN2O2	[M + Na]+	C8H16FN2NaO2+	1.000	1.000	164.882	162.926	1.956	31	0.588	4.662	5.246	-4.492		214.108	138	2.294	695994787989101726	695994649690311152	138	
1	C10H15NO4	[M + H3N + H]+	C10H19N2O4+	1.000	0.333	78.153	76.997	1.156	14	0.570	3.094	3.174	2.927		231.135	138	2.294	695994784117758674	695994649761614324	139	
1	C10H12F3NO2	[M + H3N + H]+	C10H16F3N2O2+	0.998	0.257	127.757	125.226	2.532	18	0.367	0.298	4.101	2.810		253.117	138	2.294	695994790702816679	695994649837111800	140	
1	C37H68O5	[M - H2O + H]+	C37H67O4+	0.628	0.500	146.522	146.522	0.000	26	0.523	1.955	4.017	-31294.207		575.504	139	2.316	695994781307574746	695994649891637756	141	
1	C18H33NO4	[M + H3N + H]+	C18H37N2O4+	0.699	0.333	62.351	59.239	3.112	12	0.613	-0.140	3.448	1.900		345.275	139	2.317	695994777549477962	695994649941969408	142	
1	C12H19NO5S	[M - H2O + H]+	C12H18NO4S+	0.930	0.333	83.688	80.561	3.127	23	0.632	1.910	4.122	-66190.543		272.096	140	2.326	695994818582357708	695994650000689668	143	
1	C35H70O4	[M + Na]+	C35H70NaO4+	0.994	0.570	75.183	75.183	0.000	21	0.466	2.484	4.966	3.270		577.519	140	2.328	695994777192962106	695994650063604232	144	
1	C24H41N3O4	[M + H3N + H]+	C24H45N4O4+	1.000	0.251	87.340	85.484	1.856	27	0.622	2.462	2.462	0.723		453.344	140	2.335	695994779139119378	695994650118130188	145	
1	C22H39N3O4	[M - H2O + H]+	C22H38N3O3+	0.902	0.288	42.741	40.159	2.582	13	0.711	-0.234	3.575	-45910.593		392.291	140	2.338	695994788916043056	695994650206210576	146	
1	C33H66O4	[M + Na]+	C33H66NaO4+	1.000	1.000	149.474	147.787	1.687	30	0.519	2.614	3.806	4.384		549.488	140	2.339	695994777918576754	695994650260736532	147	
1	C14H29NO2	[M - H2O + H]+	C14H28NO+	0.980	0.333	111.911	109.776	2.135	19	0.442	3.161	6.669	-79614.719		226.217	140	2.341	695994780556794276	695994650323651096	148	
1	C14H29NO2	[M + H]+	C14H30NO2+	0.964	0.333	143.078	143.078	0.000	23	0.674	1.653	3.917	1.942		244.228	141	2.342	695994772986074873	695994650382371356	149	
1	C16H26O	[M + H3N + H]+	C16H30NO+	0.523	0.147	107.067	104.470	2.597	16	0.367	3.286	3.727	1.622		252.233	141	2.342	695994791185161698	695994650428508704	150	
1	C16H33NO7	[M - H2O + H]+	C16H32NO6+	0.829	0.303	74.012	74.012	0.000	16	0.562	1.804	1.994	-53887.029		334.223	141	2.346	695994783618636453	695994650474646052	151	
1	C21H26N6O5	[M - H2O + H]+	C21H25N6O4+	0.514	0.311	26.168	22.545	3.623	22	0.706	-1.500	2.187	-42360.285		425.192	142	2.365	695994800668483912	695994650520783400	152	
1	C5H11NO3	[M - H2O + H]+	C5H10NO2+	1.000	0.333	48.353	48.353	0.000	8	0.452	4.201	4.201	-155166.903		116.071	143	2.379	695994770893117024	695994650571115052	153	
1	C6H4B2FNO3	[M + H3N + H]+	C6H8B2FN2O3+	0.276	0.330	101.117	101.117	0.000	16	0.402	0.804	3.594	-3.028		195.077	143	2.380	695994792091131397	695994650617252400	154	
1	C20H32N2O3	[M + H3N + H]+	C20H36N3O3+	0.630	0.333	57.429	54.566	2.864	17	0.687	-0.766	4.293	0.523		366.275	144	2.394	695994800458768667	695994650759858740	155	
1	C10H29N4O4Si	[M + H]+	C10H30N4O4Si+	0.630	0.500	175.646	173.956	1.690	37	0.709	1.285	4.612	-4.203		298.202	145	2.411	695994813121373499	695994650831161912	156	
1	C26H52NO7P	[M + H]+	C26H53NO7P+	1.000	1.000	38.989	30.661	8.329	6	0.858	2.091	2.091	0.907	LPC(18:1)	522.356	145	2.420	695994861490090128	695994651003128380	157	
1	C20H30N2O3	[M + H3N + H]+	C20H34N3O3+	1.000	0.333	80.344	76.607	3.737	10	0.856	3.255	3.255	1.597		364.260	145	2.422	695994788987346249	695994651091208768	158	
1	C14H27NO2	[M - H2O + H]+	C14H26NO+	0.503	0.309	115.069	113.309	1.760	20	0.512	1.049	3.049	-80330.387		224.201	147	2.447	695994774424721300	695994651154123332	159	
1	C9H9NO3	[M - H2O + H]+	C9H8NO2+	0.979	0.311	47.903	45.559	2.344	15	0.733	4.075	4.075	-111136.532		162.055	147	2.448	695994803738714832	695994651208649288	160	
1	C19H24O13	[M + H3N + H]+	C19H28NO13+	0.429	0.333	51.918	48.872	3.046	14	0.736	0.636	1.011	-0.996		478.155	147	2.456	695994852795297469	695994651267369548	161	
1	C10H10O5	[M - H2O + H]+	C10H9O4+	1.000	0.500	122.961	120.449	2.512	15	0.640	1.777	3.029	-93292.071		193.050	148	2.472	695994816334210522	695994651313506896	162	
1	C10H21NO5	[M - H2O + H]+	C10H20NO4+	0.991	0.333	43.399	40.926	2.472	11	0.753	1.911	2.852	-82563.179		218.139	149	2.479	695994793068404323	695994651368032852	163	
1	C26H50NO7P	[M + H]+	C26H51NO7P+	1.000	1.000	54.251	51.143	3.107	12	0.858	1.749	2.523	1.218	LPC(18:2)	520.340	149	2.489	695994788437892344	695994651422558808	164	
1	C33H62FN5O3	[M + H3N + H]+	C33H66FN6O3+	0.977	0.333	50.473	50.473	0.000	27	0.637	3.043	4.116	-3.300		613.515	149	2.490	695994799733153989	695994651468696156	165	
1	C26H48N6O6	[M - H2O + H]+	C26H47N6O5+	0.608	0.333	40.442	40.178	0.264	13	0.838	0.210	1.263	-34415.704		523.359	150	2.494	695994781043333552	695994651519027808	166	
1	C9H17NO5	[M - H2O + H]+	C9H16NO4+	1.000	0.333	79.036	79.036	0.000	14	0.477	2.065	2.475	-89111.059		202.108	150	2.498	695994801943552510	695994651565165156	167	
1	C12H11NO4	[M + H3N + H]+	C12H15N2O4+	0.915	0.332	39.605	37.710	1.895	11	0.688	3.084	3.642	1.460		251.103	150	2.508	695994788374977763	695994651615496808	168	
1	C22H41N3O3	[M + H3N + H]+	C22H45N4O3+	0.972	0.333	48.770	45.549	3.221	17	0.468	1.052	2.658	-0.019		413.349	151	2.510	695994788177845455	695994651686799980	169	
1	C15H31NO6	[M + H3N + H]+	C15H35N2O6+	0.514	0.500	44.889	42.514	2.374	14	0.751	-3.295	6.120	-5.404		339.247	151	2.517	695994807995933682	695994651732937328	170	
1	C18H28N2O3	[M + H3N + H]+	C18H32N3O3+	1.000	0.333	69.169	64.771	4.398	9	0.859	2.631	2.928	1.986		338.244	151	2.517	695994803856155366	695994651787463284	171	
1	C20H26N3O8S2	[M - H2O + H]+	C20H25N3O7S2+	0.479	0.200	72.533	72.533	0.000	38	0.751	-1.472	2.127	-37282.807		483.112	151	2.523	695994877646549832	695994651846183544	172	
1	C13H13NO4	[M + H3N + H]+	C13H17N2O4+	1.000	0.333	47.170	46.620	0.550	15	0.440	1.062	3.888	1.081		265.119	152	2.525	695994784646241078	695994651892320892	173	
1	C22H44N4O4	[M - H2O + H]+	C22H43N4O3+	0.973	0.333	69.784	66.219	3.565	19	0.554	0.287	1.738	-43784.197		411.334	152	2.525	695994804690821984	695994651946846848	174	
1	C9H14N2O4	[M - H2O + H]+	C9H13N2O3+	0.942	0.333	34.368	34.368	0.000	8	0.312	2.297	2.297	-91380.807		197.092	152	2.526	695994786625952795	695994652139784836	175	
1	C19H24O13	[M + H3N + H]+	C19H28NO13+	0.443	0.333	96.659	95.938	0.721	26	0.799	2.408	2.950	0.279		478.156	152	2.530	695994859489407041	695994652206893704	176	
1	C24H48NO7P	[M + H]+	C24H49NO7P+	1.000	1.000	57.976	54.539	3.437	11	0.880	1.948	1.948	1.505	LPC(16:1)	494.325	152	2.530	695994779793430823	695994652433386124	177	
1	C21H19F3N2O4	[M + Na]+	C21H19F3N2NaO4+	1.000	1.000	109.973	106.131	3.842	35	0.766	0.242	3.728	-0.457		443.119	152	2.530	695994868670738990	695994652517272208	178	
1	C45H72N2O3	[M + H]+	C45H73N2O3+	0.517	0.333	47.150	40.951	6.199	27	0.652	0.984	2.384	-3.786		689.559	152	2.534	695994798202232821	695994652643101332	179	
1	C6H5BF2N4O3	[M + H3N + H]+	C6H9BF2N5O3+	0.570	0.015	72.931	72.931	0.000	25	0.457	0.411	4.851	-1.757		247.079	152	2.536	695994805760369573	695994652718598808	180	
1	C24H46N6O6	[M - H2O + H]+	C24H45N6O5+	0.599	0.326	57.290	57.290	0.000	23	0.603	-1.629	2.700	-36216.025		497.343	152	2.540	695994782121269828	695994652789901980	181	
1	C24H50NO7P	[M + H]+	C24H51NO7P+	1.000	1.000	53.092	47.281	5.811	9	0.838	1.913	1.913	-1.624	LPC(16:0)	496.339	152	2.540	695994772310791879	695994652848622240	182	
1	C18H26N2O3	[M + H3N + H]+	C18H30N3O3+	1.000	0.333	57.313	55.292	2.021	9	0.869	1.213	2.965	2.831		336.229	153	2.555	695994787238321203	695994652970257060	183	
1	C41H66F2O3	[M + H3N + H]+	C41H70F2NO3+	0.398	0.075	33.786	33.786	0.000	22	0.595	1.920	2.343	0.245		662.532	154	2.562	695994792938380876	695994653016394408	184	
1	C38H74N2O4	[M + K]+	C38H74KN2O4+	1.000	0.999	53.802	48.117	5.685	18	0.692	1.033	1.925	0.670		661.528	154	2.564	695994802807579241	695994653150612140	185	
1	C3H4FNO3	[M + H3N + H]+	C3H8FN2O3+	1.000	0.333	80.112	79.823	0.289	9	0.819	-6.060	7.679	-5.658		139.051	155	2.578	695994789176089956	695994653268052660	187	
1	C6H6N2O2	[M - H2O + H]+	C6H5N2O+	1.000	0.333	7.917	7.917	0.000	1	0.002	-0.656	0.812	-148797.512		121.040	155	2.580	695994784650435409	695994653217721008	186	
1	C20H37N3O3	[M + H3N + H]+	C20H41N4O3+	0.995	0.333	112.554	108.819	3.735	26	0.530	-0.887	2.148	0.396		385.317	155	2.581	695994793580109433	695994653335161528	188	
1	C16H31ClO3	[M + H3N + H]+	C16H35ClNO3+	0.437	0.490	72.889	72.889	0.000	19	0.783	-3.677	4.312	-2.801		324.229	156	2.602	695994780091226428	695994653393881788	189	
1	C34H66NO6P	[M + H3N + H]+	C34H70N2O6P+	0.224	0.022	37.256	30.412	6.845	18	0.624	-0.932	1.989	0.156		633.497	156	2.604	695994800148390135	695994653460990656	190	
1	C20H35N3O3	[M + H3N + H]+	C20H39N4O3+	0.985	0.333	140.142	136.991	3.151	25	0.503	-1.011	3.736	1.572		383.302	156	2.607	695994784390388511	695994653532293828	191	
1	C35H73FN2O5	[M + K]+	C35H73FKN2O5+	0.484	0.119	35.589	35.589	0.000	17	0.652	-0.184	2.119	-0.697		659.513	156	2.608	695994795786313490	695994653595208392	192	
1	C11H16O4	[M + H3N + H]+	C11H20NO4+	0.953	0.333	84.803	84.803	0.000	14	0.604	1.730	4.878	1.849		230.139	157	2.614	695994784176478945	695994653649734348	193	
1	C3H9NO4	[M - H2O + H]+	C3H8NO3+	1.000	0.333	9.484	9.484	0.000	1	0.125	5.889	5.889	-169827.884		106.050	157	2.614	695994772176574147	695994653716843216	194	
1	C11H23NO6	[M - H2O + H]+	C11H22NO5+	0.577	0.333	145.894	145.894	0.000	25	0.681	3.572	3.572	-72577.920		248.150	157	2.614	695994781118831041	695994653762980564	195	
1	C22H46NO7P	[M + H]+	C22H47NO7P+	1.000	1.000	63.127	57.472	5.655	13	0.758	0.452	2.385	0.479	LPC(14:0)	468.309	157	2.622	695994774051428224	695994653830089432	196	
1	C36H68N2O4	[M + K]+	C36H68KN2O4+	1.000	1.000	74.794	74.794	0.000	26	0.703	-0.860	1.748	0.528		631.481	158	2.639	695994820520126344	695994653884615388	197	
1	C6H9BF2N2O4	[M + H3N + H]+	C6H13BF2N3O4+	0.848	0.066	124.807	124.807	0.000	32	0.640	-0.711	4.198	3.134		239.101	158	2.641	695994796700671816	695994653951724256	198	
1	C6H11FO5	[M + H3N + H]+	C6H15FNO5+	0.506	0.500	111.390	109.661	1.729	19	0.529	0.498	3.489	-4.084		200.092	159	2.648	695994787427064931	695994654002055908	199	
1	C9H13NO4	[M + H3N + H]+	C9H17N2O4+	1.000	0.333	85.313	83.483	1.830	12	0.517	3.050	3.130	0.583		217.118	159	2.650	695994787297041486	695994654043998952	200	
1	C5H9NO4	[M - H2O + H]+	C5H8NO3+	1.000	0.333	49.896	47.497	2.398	5	0.321	1.132	7.595	-138486.261		130.050	159	2.650	695994793869516451	695994654077553388	201	
1	C4H7NO2	[M - H2O + H]+	C4H6NO+	1.000	0.282	0.861	0.861	0.000	0	0.000	3.876	3.876	-214294.340		84.045	160	2.660	695994798273536015	695994654127885040	202	
1	C5H6N4O2	[M - H2O + H]+	C5H5N4O+	1.000	0.333	50.305	48.771	1.533	8	0.196	-3.298	3.298	-131417.801		137.046	161	2.678	695994797040410490	695994654194993908	203	
1	C18H38N4O4	[M - H2O + H]+	C18H37N4O3+	1.000	0.333	110.818	108.802	2.016	23	0.681	0.941	2.220	-50408.044		357.286	161	2.682	695994798302896150	695994654232742648	204	
1	C7H6O3	[M - H2O + H]+	C7H5O2+	1.000	0.500	17.681	17.681	0.000	2	0.011	0.406	0.978	-148809.915		121.029	161	2.689	695994803298312851	695994654262102780	205	
1	C16H29N3O4	[M - H2O + H]+	C16H28N3O3+	0.570	0.333	48.773	46.543	2.230	18	0.600	2.422	3.939	-58055.684		310.213	162	2.705	695994778669357253	695994654291462912	206	
1	C10H19F3O6	[M + H3N + H]+	C10H23F3NO6+	0.995	0.841	61.437	58.958	2.478	21	0.717	2.628	2.628	3.036		310.148	162	2.708	695994804372054836	695994654329211652	207	
1	C11H17F3N4O3	[M - H2O + H]+	C11H16F3N4O2+	0.315	0.317	61.116	57.525	3.591	33	0.709	-0.655	2.833	-61445.142		293.122	162	2.708	695994793714327180	695994654362766088	208	
1	C14H23N5O6	[M + Na]+	C14H23N5NaO6+	1.000	0.999	45.632	43.473	2.159	38	0.710	-0.183	2.363	-5.877		380.152	162	2.708	695994831614061048	695994654396320524	209	
1	C7H14N3O2S	[M + Na]+	C7H14N3NaO2S+	0.609	0.719	93.504	93.504	0.000	25	0.594	-0.384	4.666	3.640		227.071	163	2.708	695994804019733246	695994654434069264	210	
1	C3H5B6F3O2Si	[M + H3N + H]+	C3H9B6F3NO2Si+	0.682	0.212	130.162	130.162	0.000	26	0.506	1.509	3.272	-4.270		236.112	163	2.709	695994799120785534	695994654534732572	213	
1	C12H17ClN4O3	[M + H]+	C12H18ClN4O3+	0.283	0.213	93.929	93.929	0.000	32	0.587	2.309	3.301	4.933		301.108	163	2.709	695994800978862469	695994654463429396	211	
1	C15H21N4O6	[M - H2O + H]+	C15H20N4O5+	0.453	0.333	92.080	91.211	0.869	29	0.684	-0.909	2.848	-53573.424		336.145	163	2.709	695994819530270488	695994654501178136	212	
1	C13H21BFN5O5	[M + Na]+	C13H21BFN5NaO5+	0.904	0.979	46.272	40.374	5.898	47	0.927	0.943	2.066	0.396		379.155	163	2.710	695994797803773867	695994654564092704	214	
1	C8H19NO3	[M - H2O + H]+	C8H18NO2+	0.977	0.333	30.384	30.384	0.000	7	0.389	0.958	2.248	-112469.233		160.134	163	2.714	695994781265631702	695994654635395880	216	
1	C16H37FN3O3	[M + H]+	C16H38FN3O3+	0.500	0.500	111.087	110.579	0.508	29	0.515	0.397	3.104	2.176		339.290	163	2.714	695994796797140828	695994654601841444	215	
1	C9H18O3	[M + H3N + H]+	C9H22NO3+	1.000	0.500	108.063	105.702	2.361	16	0.709	2.759	3.002	1.874		192.160	164	2.725	695994773166430020	695994654673144620	217	
1	C18H16N4O5	[M + H3N + H]+	C18H20N5O5+	0.938	0.121	66.071	61.439	4.632	19	0.557	0.040	4.266	-2.966		386.145	164	2.728	695994815726036396	695994654710893360	218	
1	C17H35N3O5	[M - H2O + H]+	C17H34N3O4+	0.738	0.333	70.694	67.124	3.570	19	0.688	3.185	4.241	-52317.767		344.254	164	2.733	695994802698527297	695994654773807924	219	
1	C25H34FN3O5	[M + H3N + H]+	C25H38FN4O5+	0.999	0.333	87.035	86.606	0.430	31	0.632	2.368	3.068	-0.780		493.282	166	2.771	695994839197363290	695994654807362360	220	
1	C23H46NO7P	[M + H]+	C23H47NO7P+	1.000	1.000	103.313	100.374	2.939	26	0.626	1.468	2.190	0.342	LPE(18:1)	480.309	167	2.779	695994787989101725	695994654912219964	221	
1	C10H8O3	[M + H3N + H]+	C10H12NO3+	0.999	0.333	66.556	64.835	1.721	13	0.597	-0.242	4.003	-0.256		194.081	167	2.781	695994778577082518	695994654979328836	223	
1	C8H6O2	[M + H3N + H]+	C8H10NO2+	1.000	0.333	101.041	98.776	2.265	8	0.258	0.086	4.546	1.282		152.071	167	2.781	695994797640195988	695994654954163008	222	
1	C8H10N2O4	[M - H2O + H]+	C8H9N2O3+	0.733	0.333	64.414	61.952	2.462	14	0.762	0.969	1.625	-99470.352		181.061	167	2.789	695994803659023031	695994655012883272	224	
1	C19H36O4	[M - H2O + H]+	C19H35O3+	0.691	0.500	166.652	163.160	3.492	20	0.487	7.005	7.005	-57861.461		311.259	168	2.793	695994803138929283	695994655050632012	225	
1	C12H26N2O4	[M - H2O + H]+	C12H25N2O3+	0.875	0.333	84.671	81.587	3.084	17	0.704	-0.296	2.339	-73454.952		245.186	169	2.821	695994801536704945	695994655084186448	226	
1	C21H42NO7P	[M + H]+	C21H43NO7P+	1.000	1.000	132.016	129.629	2.386	26	0.684	0.003	3.065	1.159	LPE(16:1)	452.278	170	2.826	695994797581475729	695994655155489620	227	
1	C19H31B6N3O4Si	[M - H2O + H]+	C19H30B6N3O3Si+	0.493	0.333	87.745	87.745	0.000	41	0.756	1.665	3.576	-41281.262		436.283	171	2.849	695994827876936030	695994655189044056	228	
1	C21H44NO7P	[M + H]+	C21H45NO7P+	1.000	1.000	107.872	102.204	5.668	26	0.690	1.491	2.332	1.066	LPE(16:0)	454.293	171	2.851	695994788899265837	695994655285513052	229	
1	C19H36B2N3O5P	[M + H3N + H]+	C19H40B2N4O5P+	0.336	0.327	40.563	40.563	0.000	29	0.774	0.183	1.981	-4.585		455.297	171	2.851	695994803575136933	695994655323261792	230	
1	C42H90N2O15P2	[M - H2O + H]+	C42H89N2O14P2+	0.581	0.011	46.698	39.952	6.745	20	0.713	0.035	1.679	-19844.577		907.578	171	2.855	695994810466378919	695994655352621924	231	
1	C4H8N2O3	[M - H2O + H]+	C4H7N2O2+	1.000	0.331	4.689	4.689	0.000	1	0.001	-0.307	3.333	-156542.691		115.050	172	2.865	695994796394487592	695994655381982056	232	
1	C7H4NO	[M + H3N + H]+	C7H8N2O+	0.911	0.302	36.829	34.834	1.995	5	0.104	-6.612	6.612	-6.940		136.062	172	2.874	695994787586448501	695994655428119404	233	
1	C11H16N3O7	[M - H2O + H]+	C11H15N3O6+	0.384	0.266	81.507	81.507	0.000	23	0.524	1.444	3.286	-63167.397		285.097	174	2.900	695994795031338706	695994655461673840	234	
1	C18H29N5O9	[M + Na]+	C18H29N5NaO9+	0.514	0.607	172.565	168.522	4.043	49	0.938	2.298	2.984	3.384		482.187	174	2.902	695994855714533159	695994655503616884	235	
1	C15H18FNO4	[M + H3N + H]+	C15H22FN2O4+	0.975	0.333	57.428	57.428	0.000	11	0.720	1.053	2.495	-2.273		313.155	174	2.906	695994786416237529	695994655532977016	236	
1	C21H32N4O8	[M + H3N + H]+	C21H36N5O8+	0.656	0.332	62.154	58.728	3.426	20	0.737	2.036	3.372	-2.097		486.255	175	2.917	695994804212671258	695994655583308668	237	
1	C19H40NO7P	[M + H]+	C19H41NO7P+	1.000	1.000	52.919	49.691	3.229	16	0.499	0.590	3.408	1.066	LPE(14:0)	426.262	176	2.934	695994796113469220	695994655616863104	238	
1	C5H13NO	[M + H]+	C5H14NO+	0.999	0.500	32.098	28.002	4.096	5	0.803	5.509	5.509	3.741		104.107	176	2.941	695994788093959368	695994655658806148	239	
1	C13H21NO5	[M + H3N + H]+	C13H25N2O5+	1.000	0.333	93.218	91.450	1.768	20	0.551	2.131	2.824	-2.173		289.175	177	2.945	695994788723105050	695994655692360584	240	
1	C5H8N2O2	[M - H2O + H]+	C5H7N2O+	0.997	0.332	12.911	12.911	0.000	3	0.000	3.375	5.053	-162173.412		111.056	177	2.948	695994806360155092	695994655746886544	242	
1	C3H9N	[M + H]+	C3H10N+	0.525	0.500	0.809	0.809	0.000	0	0.000	7.311	7.311	5.397		60.081	177	2.949	695994805500322696	695994655721720716	241	
1	C13H24N2O5	[M - H2O + H]+	C13H23N2O4+	0.864	0.290	98.394	98.394	0.000	18	0.576	3.064	3.405	-66417.789		271.166	177	2.950	695994867315978758	695994655776246676	243	
1	C15H19NO5	[M + H3N + H]+	C15H23N2O5+	0.920	0.330	31.746	29.737	2.009	14	0.604	-1.495	4.131	-6.711		311.158	178	2.959	695994861511061651	695994655805606808	244	
1	C5H6N4O2	[M - H2O + H]+	C5H5N4O+	1.000	0.333	69.279	66.872	2.407	11	0.768	2.519	2.519	-131416.150		137.046	178	2.968	695994854795980536	695994655855938460	245	
1	C12H12N4O2S	[M + H3N + H]+	C12H16N5O2S+	0.922	0.327	31.732	31.732	0.000	17	0.700	-0.228	3.628	-2.898		294.101	179	2.977	695994874014282479	695994655885298592	246	
1	C10H10N4O4	[M + H3N + H]+	C10H14N5O4+	0.999	0.333	38.517	34.490	4.027	7	0.839	0.421	3.139	2.162		268.105	179	2.982	695994822566946878	695994655952407460	247	
1	C12H19N5O4S	[M - H2O + H]+	C12H18N5O3S+	0.934	0.333	28.045	24.678	3.367	18	0.757	0.868	3.108	-57708.810		312.111	179	2.982	695994858491162576	695994656002739112	248	
1	C5H7N5O	[M - H2O + H]+	C5H6N5+	0.999	0.330	1.758	1.758	0.000	0	0.000	4.008	4.008	-132367.475		136.062	179	2.983	695994808952235096	695994656036293548	249	
1	C6H8O4	[M + H]+	C6H9O4+	0.613	0.499	26.072	23.455	2.617	3	0.034	2.811	4.353	1.619		145.050	179	2.989	695994844050173159	695994656128568244	251	
1	C9H14O4	[M + H3N + H]+	C9H18NO4+	0.711	0.333	69.233	65.103	4.130	9	0.892	3.202	3.202	0.615		204.123	179	2.991	695994837888740332	695994656208260024	252	
1	C4H6O3	[M - H2O + H]+	C4H5O2+	1.000	0.476	3.354	3.354	0.000	0	0.000	4.024	4.024	-211813.803		85.029	180	2.993	695994840036224186	695994656099208112	250	
1	C21H35N3O6	[M - H2O + H]+	C21H34N3O5+	0.921	0.333	43.442	39.733	3.708	15	0.735	0.985	2.679	-44116.374		408.249	180	3.002	695994872865043126	695994656250203068	253	
1	C14H20N2O3	[M + H3N + H]+	C14H24N3O3+	0.972	0.333	45.024	43.073	1.951	13	0.761	2.133	3.507	1.708		282.182	180	3.008	695994812794217741	695994656283757504	254	
1	C34H71N7O10	[M - H2O + H]+	C34H70N7O9+	0.990	0.287	46.159	46.159	0.000	27	0.747	-0.006	1.688	-24999.965		720.521	182	3.026	695994826262128914	695994656321506244	255	
1	C9H17FN2O5S	[M - H2O + H]+	C9H16FN2O4S+	0.620	0.233	44.053	44.053	0.000	12	0.760	0.275	3.084	-67437.346		267.080	182	3.041	695994843794320594	695994656350866376	256	
1	C15H24N2O4	[M - H2O + H]+	C15H23N2O3+	0.439	0.333	46.654	44.221	2.433	20	0.665	1.895	2.839	-64514.379		279.170	182	3.041	695994851952242327	695994656388615116	257	
1	C16H21NO9	[M - H2O + H]+	C16H20NO8+	0.476	0.325	35.527	32.772	2.755	11	0.729	2.885	4.249	-50858.854		354.119	183	3.042	695994821086357461	695994656417975248	258	
1	C42H78NO10P	[M + H]+	C42H79NO10P+	1.000	1.000	50.362	50.362	0.000	19	0.749	2.526	3.320	0.151		788.544	183	3.047	695994832964627049	695994656443141076	259	
1	C40H74NO10P	[M + H]+	C40H75NO10P+	1.000	1.000	62.960	62.960	0.000	16	0.585	1.873	4.121	0.683	PS(16:1_18:1)	760.513	184	3.059	695994853063732950	695994656472501208	260	
1	C7H17FN2O6	[M - H2O + H]+	C7H16FN2O5+	1.000	0.333	117.156	117.156	0.000	24	0.721	-2.048	5.423	-79310.459		227.103	184	3.069	695994832671025746	695994656522832864	262	
1	C6H14ClNO3	[M + H]+	C6H15ClNO3+	1.000	0.500	53.536	53.536	0.000	10	0.529	-0.215	1.911	-0.366		184.073	184	3.069	695994831479843283	695994656573164520	264	
1	C18H20N4O7	[M + Na]+	C18H20N4NaO7+	0.878	0.911	59.052	55.414	3.639	32	0.688	-0.465	1.939	-1.989		427.122	184	3.069	695994888513991962	695994656547998692	263	
1	C4H6N2O3	[M - H2O + H]+	C4H5N2O2+	0.561	0.299	8.548	8.548	0.000	2	0.002	-6.971	6.971	-159332.742		113.035	184	3.070	695994867148206587	695994656602524652	265	
1	C17H24O11	[M + H3N + H]+	C17H28NO11+	0.403	0.331	106.576	103.149	3.428	23	0.794	3.867	4.629	1.120		422.166	184	3.072	695994844717067589	695994656673827828	267	
1	C15H19BClFN2O6	[M + H3N + H]+	C15H23BClFN3O6+	0.505	0.100	109.279	109.279	0.000	40	0.769	0.397	2.622	2.617		405.139	184	3.072	695994854963752722	695994656644467696	266	
1	C6H11NO4	[M - H2O + H]+	C6H10NO3+	1.000	0.333	33.218	33.218	0.000	4	0.259	1.954	1.954	-125015.114		144.066	185	3.075	695994858986090523	695994656497667036	261	
1	C17H17N3O6	[M + H3N + H]+	C17H21N4O6+	0.508	0.331	50.138	46.026	4.112	16	0.718	2.590	3.868	1.615		377.146	185	3.089	695994867710243356	695994656719965176	268	
1	C5H11ClNO3	[M - H2O + H]+	C5H10ClNO2+	1.000	0.333	24.025	24.025	0.000	5	0.236	1.412	2.067	-119244.901		151.039	186	3.094	695994866686833126	695994656749325308	269	
1	C24H27FN2O6	[M + H3N + H]+	C24H31FN3O6+	0.971	0.333	45.042	43.751	1.291	18	0.759	-1.922	2.021	-0.799		476.219	186	3.096	695994879630455718	695994656778685440	270	
1	C24H30O17	[M + H3N + H]+	C24H34NO17+	0.452	0.332	59.911	56.547	3.364	17	0.701	0.087	1.811	-0.140		608.182	186	3.098	695995106655556122	695994656808045572	271	
