formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C19H20N4O8	[M + H3N + H]+	C19H24N5O8+	Carbohydrates	0.387	Nucleosides	0.837	Pyrimidine nucleosides	0.495	Benzenoids	0.955	Phenol ethers	0.572	Anisoles	0.643			Anisoles	0.643	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	450.161	193	3.213	695994825024809132	695994657739181168	298	
1	C10H10O5	[M - H2O + H]+	C10H9O4+	Shikimates and Phenylpropanoids	0.790	Coumarins	0.443	Isocoumarins	0.578	Phenylpropanoids and polyketides	0.323	Cinnamic acids and derivatives	0.290	Hydroxycinnamic acids and derivatives	0.388	Hydroxycinnamic acids	0.551	Hydroxycinnamic acids	0.551	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydroxycinnamic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	193.050	193	3.214	695994818175510198	695994657806290040	300	
3	C9H8O3	[M - H2O + H]+	C9H7O2+	Shikimates and Phenylpropanoids	0.987	Phenylpropanoids (C6-C3)	0.996	Cinnamic acids and derivatives	0.997	Phenylpropanoids and polyketides	0.947	Cinnamic acids and derivatives	0.931	Hydroxycinnamic acids and derivatives	0.941	Coumaric acids and derivatives	0.952	Coumaric acids	0.928	Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Coumaric acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	147.044	193	3.214	695994820415268699	695994657776929908	299	
2	C14H15F4N3O6	[M + H3N + H]+	C14H19F4N4O6+	Carbohydrates	0.302	Nucleosides	0.305	Pyrimidine nucleosides	0.453	Organoheterocyclic compounds	0.909	Triazines	0.269	1,3,5-triazines	0.281	Alkoxy-S-triazines	0.554	Alkoxy-S-triazines	0.554	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Alkoxy-S-triazines; Organic nitrogen compounds; Chemical entities	415.123	193	3.214	695994870214242907	695994657906953348	303	
2	C8H6O	[M + H]+	C8H7O+	Shikimates and Phenylpropanoids	0.758	Phenylpropanoids (C6-C3)	0.349	Cinnamic acids and derivatives	0.259	Organic oxygen compounds	0.999	Organooxygen compounds	0.998	Carbonyl compounds	0.971	Aldehydes	0.929	Benzaldehydes	0.638	Organic compounds; Aldehydes; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	119.049	193	3.214	695994856414981980	695994657940507784	304	
1	C5H9ClN2O	[M + H3N + H]+	C5H13ClN3O+	Alkaloids	0.212	Small peptides	0.079	Aminoacids	0.036	Organohalogen compounds	0.996	Aryl halides	0.631	Aryl chlorides	0.727			Aryl chlorides	0.727	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Organochlorides; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	166.073	193	3.223	695994818024515184	695994657969867916	305	
1	C7H17NO3	[M - H2O + H]+	C7H16NO2+	Fatty acids	0.858	Fatty amides	0.193	Aminoacids	0.281	Lipids and lipid-like molecules	0.601	Fatty Acyls	0.570					Fatty Acyls	0.570	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	146.118	194	3.233	695994818007737963	695994658003422352	306	
1	C9H12O4	[M + H3N + H]+	C9H16NO4+	Fatty acids	0.599	Macrolides	0.205	Macrolide lactones	0.331	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.958	Ketones	0.647	Ketones	0.647	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	202.108	195	3.242	695994824924145820	695994658070531224	308	
1	C8H16N2O5	[M - H2O + H]+	C8H15N2O4+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.976	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Peptides	0.761	Dipeptides	0.765	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	203.103	196	3.266	695994847950876061	695994658158611616	310	
1	C13H13N3O2	[M + H3N + H]+	C13H17N4O2+	Alkaloids	0.960	Tryptophan alkaloids	0.305	Benzodiazepine alkaloids	0.402	Benzenoids	0.663							Benzenoids	0.663	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	261.134	196	3.272	695994817814799951	695994658213137572	311	
1	C13H18O4S	[M + H3N + H]+	C13H22NO4S+	Terpenoids	0.426	Macrolides	0.615	Menthane monoterpenoids	0.264	Organosulfur compounds	0.966	Sulfonyls	0.570					Sulfonyls	0.570	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lactones; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acid esters; Carbonyl compounds; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	288.127	197	3.276	695994835145665203	695994658246692008	312	
2	C8H14N2O4	[M + Na]+	C8H14N2NaO4+	Amino acids and Peptides	0.979	Small peptides	0.985	Aminoacids	0.903	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.984	Amino acids and derivatives	0.984	Glutamine and derivatives	0.565	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	225.085	197	3.276	695994819899369256	695994658313800876	313	
1	C4H7NO2	[M - H2O + H]+	C4H6NO+	Amino acids and Peptides	0.988	Small peptides	0.986	Aminoacids	0.991	Organic acids and derivatives	0.980	Carboxylic acids and derivatives	0.975	Amino acids, peptides, and analogues	0.716	Amino acids and derivatives	0.714	Amino acids	0.606	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	84.045	197	3.276	695994834696874670	695994658376715440	314	
1	C5H9NO4	[M - H2O + H]+	C5H8NO3+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.935	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.050	197	3.285	695994818133567140	695994658418658484	315	
1	C13H20BNO5	[M - H2O + H]+	C13H19BNO4+	Amino acids and Peptides	0.378	Monoterpenoids	0.350	Pinane monoterpenoids	0.478	Organic acids and derivatives	0.952	Carboxylic acids and derivatives	0.628	Carboxylic acid derivatives	0.467	Carboxylic acid amides	0.480	Secondary carboxylic acid amides	0.542	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Boronic acids; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Secondary carboxylic acid amides; Carbonyl compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Oxacyclic compounds; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	263.143	197	3.287	695994828548024702	695994658485767356	317	
1	C7H7N3O	[M + H3N + H]+	C7H11N4O+	Alkaloids	0.990	Pseudoalkaloids (transamidation)	0.587	Purine alkaloids	0.678	Organoheterocyclic compounds	0.997	Azoles	0.599					Azoles	0.599	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	167.093	198	3.294	695994838232673329	695994658519321792	318	
1	C11H16N2O7	[M - H2O + H]+	C11H15N2O6+	Amino acids and Peptides	0.757	Nucleosides	0.146	Pyrimidine nucleosides	0.147	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.972	Amino acids, peptides, and analogues	0.697	Amino acids and derivatives	0.697	Alpha amino acids and derivatives	0.779	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Oxoprolines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	271.093	198	3.299	695994817697359417	695994658548681924	319	
1	C16H28O10	[M + H3N + H]+	C16H32NO10+	Terpenoids	0.415	Monoterpenoids	0.650	Fatty acyl glycosides of mono- and disaccharides	0.496	Lipids and lipid-like molecules	0.745	Fatty Acyls	0.568	Fatty acyl glycosides	0.588	Alkyl glycosides	0.640	Alkyl glycosides	0.640	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	398.202	198	3.300	695994833417611885	695994658590624968	320	
1	C16H28O10	[M + Na]+	C16H28NaO10+	Fatty acids	0.414	Fatty acyl glycosides	0.630	Fatty acyl glycosides of mono- and disaccharides	0.439	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.989	Disaccharides	0.901	Disaccharides	0.901	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	403.158	198	3.300	695994868985311814	695994658619985100	321	
1	C17H28N2O7S2	[M - H2O + H]+	C17H27N2O6S2+	Amino acids and Peptides	0.411	Aminosugars and aminoglycosides	0.239	Aminoglycosides	0.204	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.959	Amino acids and derivatives	0.957	N-acyl-alpha amino acids	0.606	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	419.131	198	3.300	695994929966300467	695994658649345232	322	
1	C12H13N3O2	[M + H3N + H]+	C12H17N4O2+	Amino acids and Peptides	0.952	Small peptides	0.891	Dipeptides	0.442	Organic acids and derivatives	0.956	Carboxylic acids and derivatives	0.920	Amino acids, peptides, and analogues	0.732	Amino acids and derivatives	0.723	Alpha amino acids and derivatives	0.543	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	249.133	198	3.301	695994861842411713	695994658678705364	323	
